"Notes"	"Year"	"Year Code"	"State"	"State Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"1979"	"1979"	"Arizona"	"04"	"35-44 years"	"35-44"	689	286286	240.7
	"1979"	"1979"	"Arizona"	"04"	"45-54 years"	"45-54"	1402	247225	567.1
	"1979"	"1979"	"Arizona"	"04"	"55-64 years"	"55-64"	2975	247006	1204.4
	"1979"	"1979"	"Arizona"	"04"	"65-74 years"	"65-74"	4985	195064	2555.6
	"1979"	"1979"	"Arizona"	"04"	"75-84 years"	"75-84"	4706	81530	5772.1
	"1979"	"1979"	"Arizona"	"04"	"85+ years"	"85+"	2614	18776	13922.0
	"1979"	"1979"	"Arizona"	"04"	"Not Stated"	"NS"	28	Not Applicable	Not Applicable
	"1979"	"1979"	"Arkansas"	"05"	"< 1 year"	"1"	488	36300	1344.4
	"1979"	"1979"	"Arkansas"	"05"	"1-4 years"	"1-4"	101	138289	73.0
	"1979"	"1979"	"Arkansas"	"05"	"5-9 years"	"5-9"	66	181554	36.4
	"1979"	"1979"	"Arkansas"	"05"	"10-14 years"	"10-14"	73	187644	38.9
	"1979"	"1979"	"Arkansas"	"05"	"15-19 years"	"15-19"	226	215883	104.7
	"1979"	"1979"	"Arkansas"	"05"	"20-24 years"	"20-24"	244	193252	126.3
	"1979"	"1979"	"Arkansas"	"05"	"25-34 years"	"25-34"	436	327127	133.3
	"1979"	"1979"	"Arkansas"	"05"	"35-44 years"	"35-44"	571	242297	235.7
	"1979"	"1979"	"Arkansas"	"05"	"45-54 years"	"45-54"	1349	218441	617.6
	"1979"	"1979"	"Arkansas"	"05"	"55-64 years"	"55-64"	2924	222624	1313.4
	"1979"	"1979"	"Arkansas"	"05"	"65-74 years"	"65-74"	5407	190348	2840.6
	"1979"	"1979"	"Arkansas"	"05"	"75-84 years"	"75-84"	5883	91583	6423.7
	"1979"	"1979"	"Arkansas"	"05"	"85+ years"	"85+"	3770	25462	14806.4
	"1979"	"1979"	"Arkansas"	"05"	"Not Stated"	"NS"	12	Not Applicable	Not Applicable
	"1979"	"1979"	"California"	"06"	"< 1 year"	"1"	4258	379422	1122.2
	"1979"	"1979"	"California"	"06"	"1-4 years"	"1-4"	850	1320759	64.4
	"1979"	"1979"	"California"	"06"	"5-9 years"	"5-9"	490	1663012	29.5
	"1979"	"1979"	"California"	"06"	"10-14 years"	"10-14"	514	1804059	28.5
	"1979"	"1979"	"California"	"06"	"15-19 years"	"15-19"	2282	2131538	107.1
	"1979"	"1979"	"California"	"06"	"20-24 years"	"20-24"	3293	2311031	142.5
	"1979"	"1979"	"California"	"06"	"25-34 years"	"25-34"	5673	4091781	138.6
	"1979"	"1979"	"California"	"06"	"35-44 years"	"35-44"	5935	2735024	217.0
	"1979"	"1979"	"California"	"06"	"45-54 years"	"45-54"	12838	2361422	543.7
	"1979"	"1979"	"California"	"06"	"55-64 years"	"55-64"	26469	2143471	1234.9
	"1979"	"1979"	"California"	"06"	"65-74 years"	"65-74"	38951	1439859	2705.2
	"1979"	"1979"	"California"	"06"	"75-84 years"	"75-84"	44247	711719	6216.9
	"1979"	"1979"	"California"	"06"	"85+ years"	"85+"	31474	211325	14893.6
	"1979"	"1979"	"California"	"06"	"Not Stated"	"NS"	125	Not Applicable	Not Applicable
	"1979"	"1979"	"Colorado"	"08"	"< 1 year"	"1"	500	47213	1059.0
	"1979"	"1979"	"Colorado"	"08"	"1-4 years"	"1-4"	120	169471	70.8
	"1979"	"1979"	"Colorado"	"08"	"5-9 years"	"5-9"	51	214865	23.7
	"1979"	"1979"	"Colorado"	"08"	"10-14 years"	"10-14"	77	228185	33.7
	"1979"	"1979"	"Colorado"	"08"	"15-19 years"	"15-19"	257	270567	95.0
	"1979"	"1979"	"Colorado"	"08"	"20-24 years"	"20-24"	400	299811	133.4
	"1979"	"1979"	"Colorado"	"08"	"25-34 years"	"25-34"	663	550278	120.5
	"1979"	"1979"	"Colorado"	"08"	"35-44 years"	"35-44"	687	338128	203.2
	"1979"	"1979"	"Colorado"	"08"	"45-54 years"	"45-54"	1252	270040	463.6
	"1979"	"1979"	"Colorado"	"08"	"55-64 years"	"55-64"	2521	223590	1127.5
	"1979"	"1979"	"Colorado"	"08"	"65-74 years"	"65-74"	3760	145518	2583.9
	"1979"	"1979"	"Colorado"	"08"	"75-84 years"	"75-84"	4585	72810	6297.2
	"1979"	"1979"	"Colorado"	"08"	"85+ years"	"85+"	3574	23680	15092.9
	"1979"	"1979"	"Colorado"	"08"	"Not Stated"	"NS"	3	Not Applicable	Not Applicable
	"1979"	"1979"	"Connecticut"	"09"	"< 1 year"	"1"	470	38724	1213.7
	"1979"	"1979"	"Connecticut"	"09"	"1-4 years"	"1-4"	59	147874	39.9
	"1979"	"1979"	"Connecticut"	"09"	"5-9 years"	"5-9"	46	214086	21.5
	"1979"	"1979"	"Connecticut"	"09"	"10-14 years"	"10-14"	67	260407	25.7
	"1979"	"1979"	"Connecticut"	"09"	"15-19 years"	"15-19"	252	291585	86.4
	"1979"	"1979"	"Connecticut"	"09"	"20-24 years"	"20-24"	301	270489	111.3
	"1979"	"1979"	"Connecticut"	"09"	"25-34 years"	"25-34"	477	482546	98.9
	"1979"	"1979"	"Connecticut"	"09"	"35-44 years"	"35-44"	662	363118	182.3
	"1979"	"1979"	"Connecticut"	"09"	"45-54 years"	"45-54"	1687	343711	490.8
	"1979"	"1979"	"Connecticut"	"09"	"55-64 years"	"55-64"	3911	331294	1180.5
	"1979"	"1979"	"Connecticut"	"09"	"65-74 years"	"65-74"	6044	215489	2804.8
	"1979"	"1979"	"Connecticut"	"09"	"75-84 years"	"75-84"	6975	107741	6473.9
	"1979"	"1979"	"Connecticut"	"09"	"85+ years"	"85+"	5098	34622	14724.7
	"1979"	"1979"	"Connecticut"	"09"	"Not Stated"	"NS"	4	Not Applicable	Not Applicable
	"1979"	"1979"	"Delaware"	"10"	"< 1 year"	"1"	152	8928	1702.5
	"1979"	"1979"	"Delaware"	"10"	"1-4 years"	"1-4"	17	33099	51.4 (Unreliable)
	"1979"	"1979"	"Delaware"	"10"	"5-9 years"	"5-9"	14	44126	31.7 (Unreliable)
	"1979"	"1979"	"Delaware"	"10"	"10-14 years"	"10-14"	19	50604	37.5 (Unreliable)
	"1979"	"1979"	"Delaware"	"10"	"15-19 years"	"15-19"	41	61034	67.2
	"1979"	"1979"	"Delaware"	"10"	"20-24 years"	"20-24"	63	58368	107.9
	"1979"	"1979"	"Delaware"	"10"	"25-34 years"	"25-34"	110	94430	116.5
	"1979"	"1979"	"Delaware"	"10"	"35-44 years"	"35-44"	172	68326	251.7
	"1979"	"1979"	"Delaware"	"10"	"45-54 years"	"45-54"	388	64478	601.8
	"1979"	"1979"	"Delaware"	"10"	"55-64 years"	"55-64"	809	58288	1387.9
	"1979"	"1979"	"Delaware"	"10"	"65-74 years"	"65-74"	1174	35702	3288.3
	"1979"	"1979"	"Delaware"	"10"	"75-84 years"	"75-84"	1139	16973	6710.7
	"1979"	"1979"	"Delaware"	"10"	"85+ years"	"85+"	794	5120	15507.8
	"1979"	"1979"	"Delaware"	"10"	"Not Stated"	"NS"	5	Not Applicable	Not Applicable
	"1979"	"1979"	"District of Columbia"	"11"	"< 1 year"	"1"	211	9512	2218.3
	"1979"	"1979"	"District of Columbia"	"11"	"1-4 years"	"1-4"	20	28331	70.6
	"1979"	"1979"	"District of Columbia"	"11"	"5-9 years"	"5-9"	18	39260	45.8 (Unreliable)
	"1979"	"1979"	"District of Columbia"	"11"	"10-14 years"	"10-14"	12	44686	26.9 (Unreliable)
	"1979"	"1979"	"District of Columbia"	"11"	"15-19 years"	"15-19"	36	60020	60.0
	"1979"	"1979"	"District of Columbia"	"11"	"20-24 years"	"20-24"	78	71629	108.9
	"1979"	"1979"	"District of Columbia"	"11"	"25-34 years"	"25-34"	255	123556	206.4
	"1979"	"1979"	"District of Columbia"	"11"	"35-44 years"	"35-44"	315	74862	420.8
	"1979"	"1979"	"District of Columbia"	"11"	"45-54 years"	"45-54"	730	66139	1103.7
	"1979"	"1979"	"District of Columbia"	"11"	"55-64 years"	"55-64"	1230	65403	1880.6
	"1979"	"1979"	"District of Columbia"	"11"	"65-74 years"	"65-74"	1604	46454	3452.9
	"1979"	"1979"	"District of Columbia"	"11"	"75-84 years"	"75-84"	1426	21843	6528.4
	"1979"	"1979"	"District of Columbia"	"11"	"85+ years"	"85+"	909	6355	14303.7
	"1979"	"1979"	"District of Columbia"	"11"	"Not Stated"	"NS"	20	Not Applicable	Not Applicable
	"1979"	"1979"	"Florida"	"12"	"< 1 year"	"1"	1810	121146	1494.1
	"1979"	"1979"	"Florida"	"12"	"1-4 years"	"1-4"	356	443589	80.3
	"1979"	"1979"	"Florida"	"12"	"5-9 years"	"5-9"	218	615234	35.4
	"1979"	"1979"	"Florida"	"12"	"10-14 years"	"10-14"	239	677727	35.3
	"1979"	"1979"	"Florida"	"12"	"15-19 years"	"15-19"	852	802297	106.2
	"1979"	"1979"	"Florida"	"12"	"20-24 years"	"20-24"	1147	794211	144.4
	"1979"	"1979"	"Florida"	"12"	"25-34 years"	"25-34"	2007	1346899	149.0
	"1979"	"1979"	"Florida"	"12"	"35-44 years"	"35-44"	2587	996844	259.5
	"1979"	"1979"	"Florida"	"12"	"45-54 years"	"45-54"	6033	967878	623.3
	"1979"	"1979"	"Florida"	"12"	"55-64 years"	"55-64"	13896	1074728	1293.0
	"1979"	"1979"	"Florida"	"12"	"65-74 years"	"65-74"	26163	1035040	2527.7
	"1979"	"1979"	"Florida"	"12"	"75-84 years"	"75-84"	27905	493504	5654.5
	"1979"	"1979"	"Florida"	"12"	"85+ years"	"85+"	15299	111634	13704.6
	"1979"	"1979"	"Florida"	"12"	"Not Stated"	"NS"	12	Not Applicable	Not Applicable
	"1979"	"1979"	"Georgia"	"13"	"< 1 year"	"1"	1329	88018	1509.9
	"1979"	"1979"	"Georgia"	"13"	"1-4 years"	"1-4"	222	327325	67.8
	"1979"	"1979"	"Georgia"	"13"	"5-9 years"	"5-9"	167	448564	37.2
	"1979"	"1979"	"Georgia"	"13"	"10-14 years"	"10-14"	207	470673	44.0
	"1979"	"1979"	"Georgia"	"13"	"15-19 years"	"15-19"	594	531652	111.7
	"1979"	"1979"	"Georgia"	"13"	"20-24 years"	"20-24"	734	511940	143.4
	"1979"	"1979"	"Georgia"	"13"	"25-34 years"	"25-34"	1398	900652	155.2
	"1979"	"1979"	"Georgia"	"13"	"35-44 years"	"35-44"	1862	629334	295.9
	"1979"	"1979"	"Georgia"	"13"	"45-54 years"	"45-54"	3747	526188	712.1
	"1979"	"1979"	"Georgia"	"13"	"55-64 years"	"55-64"	7330	457150	1603.4
	"1979"	"1979"	"Georgia"	"13"	"65-74 years"	"65-74"	10348	325036	3183.6
	"1979"	"1979"	"Georgia"	"13"	"75-84 years"	"75-84"	9609	142415	6747.2
	"1979"	"1979"	"Georgia"	"13"	"85+ years"	"85+"	5502	38107	14438.3
	"1979"	"1979"	"Georgia"	"13"	"Not Stated"	"NS"	13	Not Applicable	Not Applicable
	"1979"	"1979"	"Hawaii"	"15"	"< 1 year"	"1"	176	17546	1003.1
	"1979"	"1979"	"Hawaii"	"15"	"1-4 years"	"1-4"	34	60599	56.1
	"1979"	"1979"	"Hawaii"	"15"	"5-9 years"	"5-9"	18	73542	24.5 (Unreliable)
	"1979"	"1979"	"Hawaii"	"15"	"10-14 years"	"10-14"	13	75762	17.2 (Unreliable)
	"1979"	"1979"	"Hawaii"	"15"	"15-19 years"	"15-19"	83	86867	95.5
	"1979"	"1979"	"Hawaii"	"15"	"20-24 years"	"20-24"	125	105174	118.9
	"1979"	"1979"	"Hawaii"	"15"	"25-34 years"	"25-34"	201	173002	116.2
	"1979"	"1979"	"Hawaii"	"15"	"35-44 years"	"35-44"	175	108277	161.6
	"1979"	"1979"	"Hawaii"	"15"	"45-54 years"	"45-54"	442	94585	467.3
	"1979"	"1979"	"Hawaii"	"15"	"55-64 years"	"55-64"	783	83231	940.8
	"1979"	"1979"	"Hawaii"	"15"	"65-74 years"	"65-74"	1045	47871	2183.0
	"1979"	"1979"	"Hawaii"	"15"	"75-84 years"	"75-84"	1030	20615	4996.4
	"1979"	"1979"	"Hawaii"	"15"	"85+ years"	"85+"	734	5367	13676.2
	"1979"	"1979"	"Hawaii"	"15"	"Not Stated"	"NS"	11	Not Applicable	Not Applicable
	"1979"	"1979"	"Idaho"	"16"	"< 1 year"	"1"	200	20023	998.9
	"1979"	"1979"	"Idaho"	"16"	"1-4 years"	"1-4"	53	72516	73.1
	"1979"	"1979"	"Idaho"	"16"	"5-9 years"	"5-9"	34	82736	41.1
	"1979"	"1979"	"Idaho"	"16"	"10-14 years"	"10-14"	24	79763	30.1
	"1979"	"1979"	"Idaho"	"16"	"15-19 years"	"15-19"	125	89025	140.4
	"1979"	"1979"	"Idaho"	"16"	"20-24 years"	"20-24"	122	85626	142.5
	"1979"	"1979"	"Idaho"	"16"	"25-34 years"	"25-34"	213	151060	141.0
	"1979"	"1979"	"Idaho"	"16"	"35-44 years"	"35-44"	183	102016	179.4
	"1979"	"1979"	"Idaho"	"16"	"45-54 years"	"45-54"	381	81974	464.8
	"1979"	"1979"	"Idaho"	"16"	"55-64 years"	"55-64"	867	78782	1100.5
	"1979"	"1979"	"Idaho"	"16"	"65-74 years"	"65-74"	1466	56693	2585.9
	"1979"	"1979"	"Idaho"	"16"	"75-84 years"	"75-84"	1582	26240	6029.0
	"1979"	"1979"	"Idaho"	"16"	"85+ years"	"85+"	1140	8167	13958.6
	"1979"	"1979"	"Idaho"	"16"	"Not Stated"	"NS"	3	Not Applicable	Not Applicable
	"1979"	"1979"	"Illinois"	"17"	"< 1 year"	"1"	2791	184210	1515.1
	"1979"	"1979"	"Illinois"	"17"	"1-4 years"	"1-4"	425	666942	63.7
	"1979"	"1979"	"Illinois"	"17"	"5-9 years"	"5-9"	252	870337	29.0
	"1979"	"1979"	"Illinois"	"17"	"10-14 years"	"10-14"	279	941178	29.6
	"1979"	"1979"	"Illinois"	"17"	"15-19 years"	"15-19"	1036	1084499	95.5
	"1979"	"1979"	"Illinois"	"17"	"20-24 years"	"20-24"	1510	1063645	142.0
	"1979"	"1979"	"Illinois"	"17"	"25-34 years"	"25-34"	2498	1821180	137.2
	"1979"	"1979"	"Illinois"	"17"	"35-44 years"	"35-44"	3031	1279700	236.9
	"1979"	"1979"	"Illinois"	"17"	"45-54 years"	"45-54"	7281	1181682	616.2
	"1979"	"1979"	"Illinois"	"17"	"55-64 years"	"55-64"	15534	1102226	1409.3
	"1979"	"1979"	"Illinois"	"17"	"65-74 years"	"65-74"	23515	751803	3127.8
	"1979"	"1979"	"Illinois"	"17"	"75-84 years"	"75-84"	26196	381282	6870.5
	"1979"	"1979"	"Illinois"	"17"	"85+ years"	"85+"	17852	111687	15984.0
	"1979"	"1979"	"Illinois"	"17"	"Not Stated"	"NS"	27	Not Applicable	Not Applicable
	"1979"	"1979"	"Indiana"	"18"	"< 1 year"	"1"	1138	87383	1302.3
	"1979"	"1979"	"Indiana"	"18"	"1-4 years"	"1-4"	206	332346	62.0
	"1979"	"1979"	"Indiana"	"18"	"5-9 years"	"5-9"	140	440780	31.8
	"1979"	"1979"	"Indiana"	"18"	"10-14 years"	"10-14"	164	463349	35.4
	"1979"	"1979"	"Indiana"	"18"	"15-19 years"	"15-19"	539	537121	100.3
	"1979"	"1979"	"Indiana"	"18"	"20-24 years"	"20-24"	666	515851	129.1
	"1979"	"1979"	"Indiana"	"18"	"25-34 years"	"25-34"	1058	857512	123.4
	"1979"	"1979"	"Indiana"	"18"	"35-44 years"	"35-44"	1279	605489	211.2
	"1979"	"1979"	"Indiana"	"18"	"45-54 years"	"45-54"	3175	556705	570.3
	"1979"	"1979"	"Indiana"	"18"	"55-64 years"	"55-64"	6852	506789	1352.0
	"1979"	"1979"	"Indiana"	"18"	"65-74 years"	"65-74"	10905	345146	3159.5
	"1979"	"1979"	"Indiana"	"18"	"75-84 years"	"75-84"	12227	177718	6880.0
	"1979"	"1979"	"Indiana"	"18"	"85+ years"	"85+"	8377	53115	15771.4
	"1979"	"1979"	"Indiana"	"18"	"Not Stated"	"NS"	5	Not Applicable	Not Applicable
	"1979"	"1979"	"Iowa"	"19"	"< 1 year"	"1"	495	46788	1058.0
	"1979"	"1979"	"Iowa"	"19"	"1-4 years"	"1-4"	105	174669	60.1
	"1979"	"1979"	"Iowa"	"19"	"5-9 years"	"5-9"	65	217328	29.9
	"1979"	"1979"	"Iowa"	"19"	"10-14 years"	"10-14"	72	238073	30.2
	"1979"	"1979"	"Iowa"	"19"	"15-19 years"	"15-19"	278	282888	98.3
	"1979"	"1979"	"Iowa"	"19"	"20-24 years"	"20-24"	322	270761	118.9
	"1979"	"1979"	"Iowa"	"19"	"25-34 years"	"25-34"	394	440826	89.4
	"1979"	"1979"	"Iowa"	"19"	"35-44 years"	"35-44"	533	300743	177.2
	"1979"	"1979"	"Iowa"	"19"	"45-54 years"	"45-54"	1247	286135	435.8
	"1979"	"1979"	"Iowa"	"19"	"55-64 years"	"55-64"	3140	278647	1126.9
	"1979"	"1979"	"Iowa"	"19"	"65-74 years"	"65-74"	5736	212562	2698.5
	"1979"	"1979"	"Iowa"	"19"	"75-84 years"	"75-84"	7892	126690	6229.4
	"1979"	"1979"	"Iowa"	"19"	"85+ years"	"85+"	6569	43850	14980.6
	"1979"	"1979"	"Iowa"	"19"	"Not Stated"	"NS"	1	Not Applicable	Not Applicable
	"1979"	"1979"	"Kansas"	"20"	"< 1 year"	"1"	439	39006	1125.5
	"1979"	"1979"	"Kansas"	"20"	"1-4 years"	"1-4"	103	140795	73.2
	"1979"	"1979"	"Kansas"	"20"	"5-9 years"	"5-9"	45	171103	26.3
	"1979"	"1979"	"Kansas"	"20"	"10-14 years"	"10-14"	56	179025	31.3
	"1979"	"1979"	"Kansas"	"20"	"15-19 years"	"15-19"	187	220774	84.7
	"1979"	"1979"	"Kansas"	"20"	"20-24 years"	"20-24"	321	230951	139.0
	"1979"	"1979"	"Kansas"	"20"	"25-34 years"	"25-34"	425	363996	116.8
	"1979"	"1979"	"Kansas"	"20"	"35-44 years"	"35-44"	479	245803	194.9
	"1979"	"1979"	"Kansas"	"20"	"45-54 years"	"45-54"	1125	233417	482.0
	"1979"	"1979"	"Kansas"	"20"	"55-64 years"	"55-64"	2646	223720	1182.7
	"1979"	"1979"	"Kansas"	"20"	"65-74 years"	"65-74"	4422	172188	2568.1
	"1979"	"1979"	"Kansas"	"20"	"75-84 years"	"75-84"	5950	98119	6064.1
	"1979"	"1979"	"Kansas"	"20"	"85+ years"	"85+"	4950	32631	15169.6
	"1979"	"1979"	"Kansas"	"20"	"Not Stated"	"NS"	2	Not Applicable	Not Applicable
	"1979"	"1979"	"Kentucky"	"21"	"< 1 year"	"1"	680	58907	1154.4
	"1979"	"1979"	"Kentucky"	"21"	"1-4 years"	"1-4"	138	223461	61.8
	"1979"	"1979"	"Kentucky"	"21"	"5-9 years"	"5-9"	108	293068	36.9
	"1979"	"1979"	"Kentucky"	"21"	"10-14 years"	"10-14"	117	305879	38.3
	"1979"	"1979"	"Kentucky"	"21"	"15-19 years"	"15-19"	369	359093	102.8
	"1979"	"1979"	"Kentucky"	"21"	"20-24 years"	"20-24"	412	345144	119.4
	"1979"	"1979"	"Kentucky"	"21"	"25-34 years"	"25-34"	781	572375	136.4
	"1979"	"1979"	"Kentucky"	"21"	"35-44 years"	"35-44"	1006	398414	252.5
	"1979"	"1979"	"Kentucky"	"21"	"45-54 years"	"45-54"	2400	357280	671.7
	"1979"	"1979"	"Kentucky"	"21"	"55-64 years"	"55-64"	4932	329659	1496.1
	"1979"	"1979"	"Kentucky"	"21"	"65-74 years"	"65-74"	7790	246052	3166.0
	"1979"	"1979"	"Kentucky"	"21"	"75-84 years"	"75-84"	8392	123597	6789.8
	"1979"	"1979"	"Kentucky"	"21"	"85+ years"	"85+"	5356	34050	15729.8
	"1979"	"1979"	"Kentucky"	"21"	"Not Stated"	"NS"	1	Not Applicable	Not Applicable
	"1979"	"1979"	"Louisiana"	"22"	"< 1 year"	"1"	1234	79263	1556.8
	"1979"	"1979"	"Louisiana"	"22"	"1-4 years"	"1-4"	231	279008	82.8
	"1979"	"1979"	"Louisiana"	"22"	"5-9 years"	"5-9"	124	348103	35.6
	"1979"	"1979"	"Louisiana"	"22"	"10-14 years"	"10-14"	163	373154	43.7
	"1979"	"1979"	"Louisiana"	"22"	"15-19 years"	"15-19"	489	427256	114.5
	"1979"	"1979"	"Louisiana"	"22"	"20-24 years"	"20-24"	681	413525	164.7
	"1979"	"1979"	"Louisiana"	"22"	"25-34 years"	"25-34"	1194	653787	182.6
	"1979"	"1979"	"Louisiana"	"22"	"35-44 years"	"35-44"	1370	438001	312.8
	"1979"	"1979"	"Louisiana"	"22"	"45-54 years"	"45-54"	2901	392701	738.7
	"1979"	"1979"	"Louisiana"	"22"	"55-64 years"	"55-64"	5553	345836	1605.7
	"1979"	"1979"	"Louisiana"	"22"	"65-74 years"	"65-74"	8353	252145	3312.8
	"1979"	"1979"	"Louisiana"	"22"	"75-84 years"	"75-84"	7987	116324	6866.2
	"1979"	"1979"	"Louisiana"	"22"	"85+ years"	"85+"	4466	29542	15117.5
	"1979"	"1979"	"Louisiana"	"22"	"Not Stated"	"NS"	25	Not Applicable	Not Applicable
	"1979"	"1979"	"Maine"	"23"	"< 1 year"	"1"	158	16365	965.5
	"1979"	"1979"	"Maine"	"23"	"1-4 years"	"1-4"	24	62994	38.1
	"1979"	"1979"	"Maine"	"23"	"5-9 years"	"5-9"	29	86564	33.5
	"1979"	"1979"	"Maine"	"23"	"10-14 years"	"10-14"	27	96001	28.1
	"1979"	"1979"	"Maine"	"23"	"15-19 years"	"15-19"	105	109199	96.2
	"1979"	"1979"	"Maine"	"23"	"20-24 years"	"20-24"	122	98636	123.7
	"1979"	"1979"	"Maine"	"23"	"25-34 years"	"25-34"	184	175128	105.1
	"1979"	"1979"	"Maine"	"23"	"35-44 years"	"35-44"	245	121658	201.4
	"1979"	"1979"	"Maine"	"23"	"45-54 years"	"45-54"	618	113459	544.7
	"1979"	"1979"	"Maine"	"23"	"55-64 years"	"55-64"	1467	106951	1371.7
	"1979"	"1979"	"Maine"	"23"	"65-74 years"	"65-74"	2353	81204	2897.6
	"1979"	"1979"	"Maine"	"23"	"75-84 years"	"75-84"	2881	43755	6584.4
	"1979"	"1979"	"Maine"	"23"	"85+ years"	"85+"	2080	13642	15247.0
	"1979"	"1979"	"Maine"	"23"	"Not Stated"	"NS"	3	Not Applicable	Not Applicable
	"1979"	"1979"	"Maryland"	"24"	"< 1 year"	"1"	843	58226	1447.8
	"1979"	"1979"	"Maryland"	"24"	"1-4 years"	"1-4"	129	218068	59.2
	"1979"	"1979"	"Maryland"	"24"	"5-9 years"	"5-9"	68	305282	22.3
	"1979"	"1979"	"Maryland"	"24"	"10-14 years"	"10-14"	103	365384	28.2
	"1979"	"1979"	"Maryland"	"24"	"15-19 years"	"15-19"	326	411546	79.2
	"1979"	"1979"	"Maryland"	"24"	"20-24 years"	"20-24"	449	392140	114.5
	"1979"	"1979"	"Maryland"	"24"	"25-34 years"	"25-34"	882	714684	123.4
	"1979"	"1979"	"Maryland"	"24"	"35-44 years"	"35-44"	1190	519907	228.9
	"1979"	"1979"	"Maryland"	"24"	"45-54 years"	"45-54"	2763	454261	608.2
	"1979"	"1979"	"Maryland"	"24"	"55-64 years"	"55-64"	5761	400038	1440.1
	"1979"	"1979"	"Maryland"	"24"	"65-74 years"	"65-74"	7867	242616	3242.6
	"1979"	"1979"	"Maryland"	"24"	"75-84 years"	"75-84"	7671	113418	6763.5
	"1979"	"1979"	"Maryland"	"24"	"85+ years"	"85+"	4651	31509	14760.9
	"1979"	"1979"	"Maryland"	"24"	"Not Stated"	"NS"	44	Not Applicable	Not Applicable
	"1979"	"1979"	"Massachusetts"	"25"	"< 1 year"	"1"	767	70656	1085.5
	"1979"	"1979"	"Massachusetts"	"25"	"1-4 years"	"1-4"	111	272089	40.8
	"1979"	"1979"	"Massachusetts"	"25"	"5-9 years"	"5-9"	103	391169	26.3
	"1979"	"1979"	"Massachusetts"	"25"	"10-14 years"	"10-14"	104	471256	22.1
	"1979"	"1979"	"Massachusetts"	"25"	"15-19 years"	"15-19"	429	554960	77.3
