"Notes"	"Year"	"Year Code"	"State"	"State Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"2000"	"2000"	"California"	"06"	"25-34 years"	"25-34"	4214	5229058	80.6
	"2000"	"2000"	"California"	"06"	"35-44 years"	"35-44"	9289	5484972	169.4
	"2000"	"2000"	"California"	"06"	"45-54 years"	"45-54"	16430	4331390	379.3
	"2000"	"2000"	"California"	"06"	"55-64 years"	"55-64"	22896	2614027	875.9
	"2000"	"2000"	"California"	"06"	"65-74 years"	"65-74"	40249	1887791	2132.1
	"2000"	"2000"	"California"	"06"	"75-84 years"	"75-84"	66809	1282145	5210.7
	"2000"	"2000"	"California"	"06"	"85+ years"	"85+"	62132	425640	14597.3
	"2000"	"2000"	"California"	"06"	"Not Stated"	"NS"	108	Not Applicable	Not Applicable
	"2000"	"2000"	"Colorado"	"08"	"< 1 year"	"1"	404	61370	658.3
	"2000"	"2000"	"Colorado"	"08"	"1-4 years"	"1-4"	72	236947	30.4
	"2000"	"2000"	"Colorado"	"08"	"5-9 years"	"5-9"	39	308640	12.6
	"2000"	"2000"	"Colorado"	"08"	"10-14 years"	"10-14"	77	311887	24.7
	"2000"	"2000"	"Colorado"	"08"	"15-19 years"	"15-19"	184	307638	59.8
	"2000"	"2000"	"Colorado"	"08"	"20-24 years"	"20-24"	268	306749	87.4
	"2000"	"2000"	"Colorado"	"08"	"25-34 years"	"25-34"	567	663624	85.4
	"2000"	"2000"	"Colorado"	"08"	"35-44 years"	"35-44"	1279	736026	173.8
	"2000"	"2000"	"Colorado"	"08"	"45-54 years"	"45-54"	2068	613527	337.1
	"2000"	"2000"	"Colorado"	"08"	"55-64 years"	"55-64"	2666	339092	786.2
	"2000"	"2000"	"Colorado"	"08"	"65-74 years"	"65-74"	4746	226175	2098.4
	"2000"	"2000"	"Colorado"	"08"	"75-84 years"	"75-84"	7488	141428	5294.6
	"2000"	"2000"	"Colorado"	"08"	"85+ years"	"85+"	7425	48158	15418.0
	"2000"	"2000"	"Colorado"	"08"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2000"	"2000"	"Connecticut"	"09"	"< 1 year"	"1"	282	42740	659.8
	"2000"	"2000"	"Connecticut"	"09"	"1-4 years"	"1-4"	38	180642	21.0
	"2000"	"2000"	"Connecticut"	"09"	"5-9 years"	"5-9"	27	244140	11.1
	"2000"	"2000"	"Connecticut"	"09"	"10-14 years"	"10-14"	37	241601	15.3
	"2000"	"2000"	"Connecticut"	"09"	"15-19 years"	"15-19"	102	216638	47.1
	"2000"	"2000"	"Connecticut"	"09"	"20-24 years"	"20-24"	142	187593	75.7
	"2000"	"2000"	"Connecticut"	"09"	"25-34 years"	"25-34"	415	451641	91.9
	"2000"	"2000"	"Connecticut"	"09"	"35-44 years"	"35-44"	1005	581000	173.0
	"2000"	"2000"	"Connecticut"	"09"	"45-54 years"	"45-54"	1732	480787	360.2
	"2000"	"2000"	"Connecticut"	"09"	"55-64 years"	"55-64"	2657	308611	861.0
	"2000"	"2000"	"Connecticut"	"09"	"65-74 years"	"65-74"	5015	231558	2165.8
	"2000"	"2000"	"Connecticut"	"09"	"75-84 years"	"75-84"	9115	174343	5228.2
	"2000"	"2000"	"Connecticut"	"09"	"85+ years"	"85+"	9562	64271	14877.6
	"2000"	"2000"	"Connecticut"	"09"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2000"	"2000"	"Delaware"	"10"	"< 1 year"	"1"	102	10296	990.7
	"2000"	"2000"	"Delaware"	"10"	"1-4 years"	"1-4"	16	41244	38.8 (Unreliable)
	"2000"	"2000"	"Delaware"	"10"	"5-9 years"	"5-9"	Suppressed	55819	Suppressed
	"2000"	"2000"	"Delaware"	"10"	"10-14 years"	"10-14"	16	55278	28.9 (Unreliable)
	"2000"	"2000"	"Delaware"	"10"	"15-19 years"	"15-19"	41	55635	73.7
	"2000"	"2000"	"Delaware"	"10"	"20-24 years"	"20-24"	44	51665	85.2
	"2000"	"2000"	"Delaware"	"10"	"25-34 years"	"25-34"	108	108836	99.2
	"2000"	"2000"	"Delaware"	"10"	"35-44 years"	"35-44"	318	127598	249.2
	"2000"	"2000"	"Delaware"	"10"	"45-54 years"	"45-54"	441	103993	424.1
	"2000"	"2000"	"Delaware"	"10"	"55-64 years"	"55-64"	727	71513	1016.6
	"2000"	"2000"	"Delaware"	"10"	"65-74 years"	"65-74"	1330	56415	2357.5
	"2000"	"2000"	"Delaware"	"10"	"75-84 years"	"75-84"	1992	34762	5730.4
	"2000"	"2000"	"Delaware"	"10"	"85+ years"	"85+"	1731	10546	16413.8
	"2000"	"2000"	"Delaware"	"10"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2000"	"2000"	"District of Columbia"	"11"	"< 1 year"	"1"	92	6518	1411.5
	"2000"	"2000"	"District of Columbia"	"11"	"1-4 years"	"1-4"	15	26018	57.7 (Unreliable)
	"2000"	"2000"	"District of Columbia"	"11"	"5-9 years"	"5-9"	Suppressed	35385	Suppressed
	"2000"	"2000"	"District of Columbia"	"11"	"10-14 years"	"10-14"	Suppressed	30018	Suppressed
	"2000"	"2000"	"District of Columbia"	"11"	"15-19 years"	"15-19"	41	37867	108.3
	"2000"	"2000"	"District of Columbia"	"11"	"20-24 years"	"20-24"	74	51823	142.8
	"2000"	"2000"	"District of Columbia"	"11"	"25-34 years"	"25-34"	185	101762	181.8
	"2000"	"2000"	"District of Columbia"	"11"	"35-44 years"	"35-44"	398	87677	453.9
	"2000"	"2000"	"District of Columbia"	"11"	"45-54 years"	"45-54"	633	75310	840.5
	"2000"	"2000"	"District of Columbia"	"11"	"55-64 years"	"55-64"	733	49783	1472.4
	"2000"	"2000"	"District of Columbia"	"11"	"65-74 years"	"65-74"	1069	35919	2976.1
	"2000"	"2000"	"District of Columbia"	"11"	"75-84 years"	"75-84"	1406	25004	5623.1
	"2000"	"2000"	"District of Columbia"	"11"	"85+ years"	"85+"	1325	8975	14763.2
	"2000"	"2000"	"District of Columbia"	"11"	"Not Stated"	"NS"	17	Not Applicable	Not Applicable
	"2000"	"2000"	"Florida"	"12"	"< 1 year"	"1"	1425	187319	760.7
	"2000"	"2000"	"Florida"	"12"	"1-4 years"	"1-4"	295	759057	38.9
	"2000"	"2000"	"Florida"	"12"	"5-9 years"	"5-9"	141	1031927	13.7
	"2000"	"2000"	"Florida"	"12"	"10-14 years"	"10-14"	241	1057261	22.8
	"2000"	"2000"	"Florida"	"12"	"15-19 years"	"15-19"	739	1014248	72.9
	"2000"	"2000"	"Florida"	"12"	"20-24 years"	"20-24"	1002	928624	107.9
	"2000"	"2000"	"Florida"	"12"	"25-34 years"	"25-34"	2481	2083842	119.1
	"2000"	"2000"	"Florida"	"12"	"35-44 years"	"35-44"	5847	2484852	235.3
	"2000"	"2000"	"Florida"	"12"	"45-54 years"	"45-54"	10132	2069128	489.7
	"2000"	"2000"	"Florida"	"12"	"55-64 years"	"55-64"	15079	1558777	967.4
	"2000"	"2000"	"Florida"	"12"	"65-74 years"	"65-74"	30019	1452042	2067.4
	"2000"	"2000"	"Florida"	"12"	"75-84 years"	"75-84"	50016	1024057	4884.1
	"2000"	"2000"	"Florida"	"12"	"85+ years"	"85+"	46944	331244	14172.0
	"2000"	"2000"	"Florida"	"12"	"Not Stated"	"NS"	34	Not Applicable	Not Applicable
	"2000"	"2000"	"Georgia"	"13"	"< 1 year"	"1"	1126	122252	921.0
	"2000"	"2000"	"Georgia"	"13"	"1-4 years"	"1-4"	178	474759	37.5
	"2000"	"2000"	"Georgia"	"13"	"5-9 years"	"5-9"	108	615969	17.5
	"2000"	"2000"	"Georgia"	"13"	"10-14 years"	"10-14"	142	608276	23.3
	"2000"	"2000"	"Georgia"	"13"	"15-19 years"	"15-19"	456	596767	76.4
	"2000"	"2000"	"Georgia"	"13"	"20-24 years"	"20-24"	644	592942	108.6
	"2000"	"2000"	"Georgia"	"13"	"25-34 years"	"25-34"	1530	1298479	117.8
	"2000"	"2000"	"Georgia"	"13"	"35-44 years"	"35-44"	3109	1352504	229.9
	"2000"	"2000"	"Georgia"	"13"	"45-54 years"	"45-54"	5424	1079057	502.7
	"2000"	"2000"	"Georgia"	"13"	"55-64 years"	"55-64"	7705	660864	1165.9
	"2000"	"2000"	"Georgia"	"13"	"65-74 years"	"65-74"	12226	435312	2808.6
	"2000"	"2000"	"Georgia"	"13"	"75-84 years"	"75-84"	16979	261545	6491.8
	"2000"	"2000"	"Georgia"	"13"	"85+ years"	"85+"	14239	87727	16231.0
	"2000"	"2000"	"Georgia"	"13"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2000"	"2000"	"Hawaii"	"15"	"< 1 year"	"1"	142	15471	917.8
	"2000"	"2000"	"Hawaii"	"15"	"1-4 years"	"1-4"	11	62715	17.5 (Unreliable)
	"2000"	"2000"	"Hawaii"	"15"	"5-9 years"	"5-9"	11	85003	12.9 (Unreliable)
	"2000"	"2000"	"Hawaii"	"15"	"10-14 years"	"10-14"	12	83134	14.4 (Unreliable)
	"2000"	"2000"	"Hawaii"	"15"	"15-19 years"	"15-19"	33	81028	40.7
	"2000"	"2000"	"Hawaii"	"15"	"20-24 years"	"20-24"	56	83445	67.1
	"2000"	"2000"	"Hawaii"	"15"	"25-34 years"	"25-34"	121	171156	70.7
	"2000"	"2000"	"Hawaii"	"15"	"35-44 years"	"35-44"	320	191159	167.4
	"2000"	"2000"	"Hawaii"	"15"	"45-54 years"	"45-54"	598	170948	349.8
	"2000"	"2000"	"Hawaii"	"15"	"55-64 years"	"55-64"	889	106924	831.4
	"2000"	"2000"	"Hawaii"	"15"	"65-74 years"	"65-74"	1523	85228	1787.0
	"2000"	"2000"	"Hawaii"	"15"	"75-84 years"	"75-84"	2384	57762	4127.3
	"2000"	"2000"	"Hawaii"	"15"	"85+ years"	"85+"	2189	17564	12463.0
	"2000"	"2000"	"Hawaii"	"15"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2000"	"2000"	"Idaho"	"16"	"< 1 year"	"1"	153	20097	761.3
	"2000"	"2000"	"Idaho"	"16"	"1-4 years"	"1-4"	19	78145	24.3 (Unreliable)
	"2000"	"2000"	"Idaho"	"16"	"5-9 years"	"5-9"	22	100857	21.8
	"2000"	"2000"	"Idaho"	"16"	"10-14 years"	"10-14"	22	104647	21.0
	"2000"	"2000"	"Idaho"	"16"	"15-19 years"	"15-19"	70	110897	63.1
	"2000"	"2000"	"Idaho"	"16"	"20-24 years"	"20-24"	60	94179	63.7
	"2000"	"2000"	"Idaho"	"16"	"25-34 years"	"25-34"	154	169332	90.9
	"2000"	"2000"	"Idaho"	"16"	"35-44 years"	"35-44"	300	192732	155.7
	"2000"	"2000"	"Idaho"	"16"	"45-54 years"	"45-54"	571	169953	336.0
	"2000"	"2000"	"Idaho"	"16"	"55-64 years"	"55-64"	899	107410	837.0
	"2000"	"2000"	"Idaho"	"16"	"65-74 years"	"65-74"	1696	75878	2235.2
	"2000"	"2000"	"Idaho"	"16"	"75-84 years"	"75-84"	2812	51807	5427.8
	"2000"	"2000"	"Idaho"	"16"	"85+ years"	"85+"	2785	18019	15455.9
	"2000"	"2000"	"Idaho"	"16"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2000"	"2000"	"Illinois"	"17"	"< 1 year"	"1"	1568	174259	899.8
	"2000"	"2000"	"Illinois"	"17"	"1-4 years"	"1-4"	216	703558	30.7
	"2000"	"2000"	"Illinois"	"17"	"5-9 years"	"5-9"	125	930050	13.4
	"2000"	"2000"	"Illinois"	"17"	"10-14 years"	"10-14"	170	905838	18.8
	"2000"	"2000"	"Illinois"	"17"	"15-19 years"	"15-19"	606	895051	67.7
	"2000"	"2000"	"Illinois"	"17"	"20-24 years"	"20-24"	857	851989	100.6
	"2000"	"2000"	"Illinois"	"17"	"25-34 years"	"25-34"	1790	1810530	98.9
	"2000"	"2000"	"Illinois"	"17"	"35-44 years"	"35-44"	3868	1982249	195.1
	"2000"	"2000"	"Illinois"	"17"	"45-54 years"	"45-54"	6906	1625929	424.7
	"2000"	"2000"	"Illinois"	"17"	"55-64 years"	"55-64"	10423	1040275	1001.9
	"2000"	"2000"	"Illinois"	"17"	"65-74 years"	"65-74"	19340	772001	2505.2
	"2000"	"2000"	"Illinois"	"17"	"75-84 years"	"75-84"	30833	535627	5756.4
	"2000"	"2000"	"Illinois"	"17"	"85+ years"	"85+"	29930	191937	15593.7
	"2000"	"2000"	"Illinois"	"17"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2000"	"2000"	"Indiana"	"18"	"< 1 year"	"1"	685	85210	803.9
	"2000"	"2000"	"Indiana"	"18"	"1-4 years"	"1-4"	144	339047	42.5
	"2000"	"2000"	"Indiana"	"18"	"5-9 years"	"5-9"	74	443403	16.7
	"2000"	"2000"	"Indiana"	"18"	"10-14 years"	"10-14"	92	443618	20.7
	"2000"	"2000"	"Indiana"	"18"	"15-19 years"	"15-19"	346	453565	76.3
	"2000"	"2000"	"Indiana"	"18"	"20-24 years"	"20-24"	405	426128	95.0
	"2000"	"2000"	"Indiana"	"18"	"25-34 years"	"25-34"	856	830805	103.0
	"2000"	"2000"	"Indiana"	"18"	"35-44 years"	"35-44"	1845	960252	192.1
	"2000"	"2000"	"Indiana"	"18"	"45-54 years"	"45-54"	3522	816420	431.4
	"2000"	"2000"	"Indiana"	"18"	"55-64 years"	"55-64"	5657	529575	1068.2
	"2000"	"2000"	"Indiana"	"18"	"65-74 years"	"65-74"	10655	395219	2696.0
	"2000"	"2000"	"Indiana"	"18"	"75-84 years"	"75-84"	16401	265770	6171.1
	"2000"	"2000"	"Indiana"	"18"	"85+ years"	"85+"	14783	91473	16161.1
	"2000"	"2000"	"Indiana"	"18"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2000"	"2000"	"Iowa"	"19"	"< 1 year"	"1"	247	38337	644.3
	"2000"	"2000"	"Iowa"	"19"	"1-4 years"	"1-4"	49	151529	32.3
	"2000"	"2000"	"Iowa"	"19"	"5-9 years"	"5-9"	37	202722	18.3
	"2000"	"2000"	"Iowa"	"19"	"10-14 years"	"10-14"	37	210763	17.6
	"2000"	"2000"	"Iowa"	"19"	"15-19 years"	"15-19"	174	226371	76.9
	"2000"	"2000"	"Iowa"	"19"	"20-24 years"	"20-24"	134	203946	65.7
	"2000"	"2000"	"Iowa"	"19"	"25-34 years"	"25-34"	273	362718	75.3
	"2000"	"2000"	"Iowa"	"19"	"35-44 years"	"35-44"	660	444540	148.5
	"2000"	"2000"	"Iowa"	"19"	"45-54 years"	"45-54"	1320	392315	336.5
	"2000"	"2000"	"Iowa"	"19"	"55-64 years"	"55-64"	2211	257237	859.5
	"2000"	"2000"	"Iowa"	"19"	"65-74 years"	"65-74"	4705	211765	2221.8
	"2000"	"2000"	"Iowa"	"19"	"75-84 years"	"75-84"	8331	159041	5238.3
	"2000"	"2000"	"Iowa"	"19"	"85+ years"	"85+"	9882	65040	15193.7
	"2000"	"2000"	"Iowa"	"19"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2000"	"2000"	"Kansas"	"20"	"< 1 year"	"1"	268	38819	690.4
	"2000"	"2000"	"Kansas"	"20"	"1-4 years"	"1-4"	63	151206	41.7
	"2000"	"2000"	"Kansas"	"20"	"5-9 years"	"5-9"	26	195842	13.3
	"2000"	"2000"	"Kansas"	"20"	"10-14 years"	"10-14"	49	204257	24.0
	"2000"	"2000"	"Kansas"	"20"	"15-19 years"	"15-19"	164	210230	78.0
	"2000"	"2000"	"Kansas"	"20"	"20-24 years"	"20-24"	172	190598	90.2
	"2000"	"2000"	"Kansas"	"20"	"25-34 years"	"25-34"	334	348520	95.8
	"2000"	"2000"	"Kansas"	"20"	"35-44 years"	"35-44"	732	419685	174.4
	"2000"	"2000"	"Kansas"	"20"	"45-54 years"	"45-54"	1281	353579	362.3
	"2000"	"2000"	"Kansas"	"20"	"55-64 years"	"55-64"	2054	219977	933.7
	"2000"	"2000"	"Kansas"	"20"	"65-74 years"	"65-74"	4064	175676	2313.3
	"2000"	"2000"	"Kansas"	"20"	"75-84 years"	"75-84"	7193	128363	5603.6
	"2000"	"2000"	"Kansas"	"20"	"85+ years"	"85+"	8317	51666	16097.6
	"2000"	"2000"	"Kansas"	"20"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2000"	"2000"	"Kentucky"	"21"	"< 1 year"	"1"	401	54212	739.7
	"2000"	"2000"	"Kentucky"	"21"	"1-4 years"	"1-4"	75	213247	35.2
	"2000"	"2000"	"Kentucky"	"21"	"5-9 years"	"5-9"	44	279744	15.7
	"2000"	"2000"	"Kentucky"	"21"	"10-14 years"	"10-14"	62	280101	22.1
	"2000"	"2000"	"Kentucky"	"21"	"15-19 years"	"15-19"	237	289267	81.9
	"2000"	"2000"	"Kentucky"	"21"	"20-24 years"	"20-24"	306	283664	107.9
	"2000"	"2000"	"Kentucky"	"21"	"25-34 years"	"25-34"	691	567578	121.7
	"2000"	"2000"	"Kentucky"	"21"	"35-44 years"	"35-44"	1449	641732	225.8
	"2000"	"2000"	"Kentucky"	"21"	"45-54 years"	"45-54"	2679	556105	481.7
	"2000"	"2000"	"Kentucky"	"21"	"55-64 years"	"55-64"	4402	372051	1183.2
	"2000"	"2000"	"Kentucky"	"21"	"65-74 years"	"65-74"	7894	273589	2885.3
	"2000"	"2000"	"Kentucky"	"21"	"75-84 years"	"75-84"	11209	172360	6503.2
	"2000"	"2000"	"Kentucky"	"21"	"85+ years"	"85+"	10055	58119	17300.7
	"2000"	"2000"	"Kentucky"	"21"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2000"	"2000"	"Louisiana"	"22"	"< 1 year"	"1"	608	64638	940.6
	"2000"	"2000"	"Louisiana"	"22"	"1-4 years"	"1-4"	130	253556	51.3
	"2000"	"2000"	"Louisiana"	"22"	"5-9 years"	"5-9"	81	336966	24.0
	"2000"	"2000"	"Louisiana"	"22"	"10-14 years"	"10-14"	86	348009	24.7
	"2000"	"2000"	"Louisiana"	"22"	"15-19 years"	"15-19"	310	366014	84.7
	"2000"	"2000"	"Louisiana"	"22"	"20-24 years"	"20-24"	517	326040	158.6
	"2000"	"2000"	"Louisiana"	"22"	"25-34 years"	"25-34"	918	601135	152.7
	"2000"	"2000"	"Louisiana"	"22"	"35-44 years"	"35-44"	1886	691571	272.7
	"2000"	"2000"	"Louisiana"	"22"	"45-54 years"	"45-54"	3341	585744	570.4
	"2000"	"2000"	"Louisiana"	"22"	"55-64 years"	"55-64"	4944	378816	1305.1
	"2000"	"2000"	"Louisiana"	"22"	"65-74 years"	"65-74"	7957	282685	2814.8
	"2000"	"2000"	"Louisiana"	"22"	"75-84 years"	"75-84"	10861	175187	6199.7
	"2000"	"2000"	"Louisiana"	"22"	"85+ years"	"85+"	9499	58615	16205.7
	"2000"	"2000"	"Louisiana"	"22"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2000"	"2000"	"Maine"	"23"	"< 1 year"	"1"	66	13578	486.1
	"2000"	"2000"	"Maine"	"23"	"1-4 years"	"1-4"	18	57361	31.4 (Unreliable)
	"2000"	"2000"	"Maine"	"23"	"5-9 years"	"5-9"	14	83064	16.9 (Unreliable)
	"2000"	"2000"	"Maine"	"23"	"10-14 years"	"10-14"	17	92239	18.4 (Unreliable)
	"2000"	"2000"	"Maine"	"23"	"15-19 years"	"15-19"	56	89457	62.6
	"2000"	"2000"	"Maine"	"23"	"20-24 years"	"20-24"	63	69698	90.4
	"2000"	"2000"	"Maine"	"23"	"25-34 years"	"25-34"	141	157623	89.5
	"2000"	"2000"	"Maine"	"23"	"35-44 years"	"35-44"	317	212931	148.9
	"2000"	"2000"	"Maine"	"23"	"45-54 years"	"45-54"	684	192479	355.4
	"2000"	"2000"	"Maine"	"23"	"55-64 years"	"55-64"	1113	123148	903.8
	"2000"	"2000"	"Maine"	"23"	"65-74 years"	"65-74"	2292	96169	2383.3
	"2000"	"2000"	"Maine"	"23"	"75-84 years"	"75-84"	3777	63872	5913.4
	"2000"	"2000"	"Maine"	"23"	"85+ years"	"85+"	3796	23304	16289.0
	"2000"	"2000"	"Maine"	"23"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2000"	"2000"	"Maryland"	"24"	"< 1 year"	"1"	562	69778	805.4
	"2000"	"2000"	"Maryland"	"24"	"1-4 years"	"1-4"	82	283778	28.9
	"2000"	"2000"	"Maryland"	"24"	"5-9 years"	"5-9"	53	391363	13.5
	"2000"	"2000"	"Maryland"	"24"	"10-14 years"	"10-14"	85	392205	21.7
	"2000"	"2000"	"Maryland"	"24"	"15-19 years"	"15-19"	253	356162	71.0
	"2000"	"2000"	"Maryland"	"24"	"20-24 years"	"20-24"	368	314163	117.1
	"2000"	"2000"	"Maryland"	"24"	"25-34 years"	"25-34"	879	748480	117.4
	"2000"	"2000"	"Maryland"	"24"	"35-44 years"	"35-44"	2055	916053	224.3
	"2000"	"2000"	"Maryland"	"24"	"45-54 years"	"45-54"	3372	754951	446.7
	"2000"	"2000"	"Maryland"	"24"	"55-64 years"	"55-64"	4696	470328	998.5
	"2000"	"2000"	"Maryland"	"24"	"65-74 years"	"65-74"	8125	321243	2529.2
	"2000"	"2000"	"Maryland"	"24"	"75-84 years"	"75-84"	12480	211102	5911.8
	"2000"	"2000"	"Maryland"	"24"	"85+ years"	"85+"	10740	66880	16058.6
	"2000"	"2000"	"Maryland"	"24"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2000"	"2000"	"Massachusetts"	"25"	"< 1 year"	"1"	376	78073	481.6
	"2000"	"2000"	"Massachusetts"	"25"	"1-4 years"	"1-4"	72	319264	22.6
	"2000"	"2000"	"Massachusetts"	"25"	"5-9 years"	"5-9"	53	430873	12.3
	"2000"	"2000"	"Massachusetts"	"25"	"10-14 years"	"10-14"	57	431267	13.2
	"2000"	"2000"	"Massachusetts"	"25"	"15-19 years"	"15-19"	166	415768	39.9
	"2000"	"2000"	"Massachusetts"	"25"	"20-24 years"	"20-24"	239	404310	59.1
	"2000"	"2000"	"Massachusetts"	"25"	"25-34 years"	"25-34"	626	926731	67.5
	"2000"	"2000"	"Massachusetts"	"25"	"35-44 years"	"35-44"	1754	1062951	165.0
	"2000"	"2000"	"Massachusetts"	"25"	"45-54 years"	"45-54"	3096	873318	354.5
	"2000"	"2000"	"Massachusetts"	"25"	"55-64 years"	"55-64"	4764	546403	871.9
	"2000"	"2000"	"Massachusetts"	"25"	"65-74 years"	"65-74"	9758	427828	2280.8
	"2000"	"2000"	"Massachusetts"	"25"	"75-84 years"	"75-84"	17583	315631	5570.7
	"2000"	"2000"	"Massachusetts"	"25"	"85+ years"	"85+"	18134	116680	15541.7
	"2000"	"2000"	"Massachusetts"	"25"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2000"	"2000"	"Michigan"	"26"	"< 1 year"	"1"	1119	131795	849.0
	"2000"	"2000"	"Michigan"	"26"	"1-4 years"	"1-4"	173	541197	32.0
	"2000"	"2000"	"Michigan"	"26"	"5-9 years"	"5-9"	128	745397	17.2
	"2000"	"2000"	"Michigan"	"26"	"10-14 years"	"10-14"	137	747384	18.3
	"2000"	"2000"	"Michigan"	"26"	"15-19 years"	"15-19"	462	720302	64.1
	"2000"	"2000"	"Michigan"	"26"	"20-24 years"	"20-24"	569	644506	88.3
	"2000"	"2000"	"Michigan"	"26"	"25-34 years"	"25-34"	1428	1361418	104.9
	"2000"	"2000"	"Michigan"	"26"	"35-44 years"	"35-44"	3283	1597512	205.5
	"2000"	"2000"	"Michigan"	"26"	"45-54 years"	"45-54"	6030	1367359	441.0
	"2000"	"2000"	"Michigan"	"26"	"55-64 years"	"55-64"	8781	862843	1017.7
	"2000"	"2000"	"Michigan"	"26"	"65-74 years"	"65-74"	16404	642717	2552.3
	"2000"	"2000"	"Michigan"	"26"	"75-84 years"	"75-84"	25687	433601	5924.1
	"2000"	"2000"	"Michigan"	"26"	"85+ years"	"85+"	22750	142413	15974.7
	"2000"	"2000"	"Michigan"	"26"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2000"	"2000"	"Minnesota"	"27"	"< 1 year"	"1"	378	65803	574.4
	"2000"	"2000"	"Minnesota"	"27"	"1-4 years"	"1-4"	57	264832	21.5
	"2000"	"2000"	"Minnesota"	"27"	"5-9 years"	"5-9"	59	356059	16.6
	"2000"	"2000"	"Minnesota"	"27"	"10-14 years"	"10-14"	64	375041	17.1
	"2000"	"2000"	"Minnesota"	"27"	"15-19 years"	"15-19"	196	374340	52.4
	"2000"	"2000"	"Minnesota"	"27"	"20-24 years"	"20-24"	253	322772	78.4
	"2000"	"2000"	"Minnesota"	"27"	"25-34 years"	"25-34"	498	672917	74.0
	"2000"	"2000"	"Minnesota"	"27"	"35-44 years"	"35-44"	1117	823668	135.6
	"2000"	"2000"	"Minnesota"	"27"	"45-54 years"	"45-54"	2034	665347	305.7
	"2000"	"2000"	"Minnesota"	"27"	"55-64 years"	"55-64"	3106	404711	767.5
	"2000"	"2000"	"Minnesota"	"27"	"65-74 years"	"65-74"	6098	295722	2062.1
	"2000"	"2000"	"Minnesota"	"27"	"75-84 years"	"75-84"	10875	212734	5112.0
	"2000"	"2000"	"Minnesota"	"27"	"85+ years"	"85+"	12954	85533	15145.0
	"2000"	"2000"	"Minnesota"	"27"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2000"	"2000"	"Mississippi"	"28"	"< 1 year"	"1"	470	41952	1120.3
	"2000"	"2000"	"Mississippi"	"28"	"1-4 years"	"1-4"	100	163579	61.1
	"2000"	"2000"	"Mississippi"	"28"	"5-9 years"	"5-9"	46	217144	21.2
	"2000"	"2000"	"Mississippi"	"28"	"10-14 years"	"10-14"	73	219000	33.3
	"2000"	"2000"	"Mississippi"	"28"	"15-19 years"	"15-19"	241	233319	103.3
	"2000"	"2000"	"Mississippi"	"28"	"20-24 years"	"20-24"	298	213501	139.6
	"2000"	"2000"	"Mississippi"	"28"	"25-34 years"	"25-34"	643	381594	168.5
	"2000"	"2000"	"Mississippi"	"28"	"35-44 years"	"35-44"	1292	424734	304.2
	"2000"	"2000"	"Mississippi"	"28"	"45-54 years"	"45-54"	2167	361429	599.6
	"2000"	"2000"	"Mississippi"	"28"	"55-64 years"	"55-64"	3298	245462	1343.6
	"2000"	"2000"	"Mississippi"	"28"	"65-74 years"	"65-74"	5562	185456	2999.1
	"2000"	"2000"	"Mississippi"	"28"	"75-84 years"	"75-84"	7499	114713	6537.2
	"2000"	"2000"	"Mississippi"	"28"	"85+ years"	"85+"	6960	42775	16271.2
	"2000"	"2000"	"Mississippi"	"28"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2000"	"2000"	"Missouri"	"29"	"< 1 year"	"1"	547	73852	740.7
	"2000"	"2000"	"Missouri"	"29"	"1-4 years"	"1-4"	103	297482	34.6
	"2000"	"2000"	"Missouri"	"29"	"5-9 years"	"5-9"	94	399240	23.5
	"2000"	"2000"	"Missouri"	"29"	"10-14 years"	"10-14"	100	412338	24.3
	"2000"	"2000"	"Missouri"	"29"	"15-19 years"	"15-19"	371	413386	89.7
	"2000"	"2000"	"Missouri"	"29"	"20-24 years"	"20-24"	411	370399	111.0
	"2000"	"2000"	"Missouri"	"29"	"25-34 years"	"25-34"	821	738702	111.1
	"2000"	"2000"	"Missouri"	"29"	"35-44 years"	"35-44"	1869	886510	210.8
	"2000"	"2000"	"Missouri"	"29"	"45-54 years"	"45-54"	3275	741694	441.6
	"2000"	"2000"	"Missouri"	"29"	"55-64 years"	"55-64"	5409	506869	1067.1
