"Notes"	"Residence State"	"Residence State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"MMWR Week"	"MMWR Week Code"	Deaths	Population	Crude Rate
	"Iowa"	"19"	"40-44 years"	"40-44"	"2020 Week 21 ending May 23, 2020"	"2020/21"	12	Not Applicable	Not Applicable
	"Iowa"	"19"	"40-44 years"	"40-44"	"2020 Week 22 ending May 30, 2020"	"2020/22"	10	Not Applicable	Not Applicable
	"Iowa"	"19"	"40-44 years"	"40-44"	"2020 Week 25 ending June 20, 2020"	"2020/25"	14	Not Applicable	Not Applicable
	"Iowa"	"19"	"40-44 years"	"40-44"	"2020 Week 27 ending July 04, 2020"	"2020/27"	14	Not Applicable	Not Applicable
	"Iowa"	"19"	"40-44 years"	"40-44"	"2020 Week 30 ending July 25, 2020"	"2020/30"	13	Not Applicable	Not Applicable
	"Iowa"	"19"	"40-44 years"	"40-44"	"2020 Week 33 ending August 15, 2020"	"2020/33"	12	Not Applicable	Not Applicable
	"Iowa"	"19"	"40-44 years"	"40-44"	"2020 Week 36 ending September 05, 2020"	"2020/36"	10	Not Applicable	Not Applicable
	"Iowa"	"19"	"40-44 years"	"40-44"	"2020 Week 38 ending September 19, 2020"	"2020/38"	12	Not Applicable	Not Applicable
	"Iowa"	"19"	"40-44 years"	"40-44"	"2020 Week 40 ending October 03, 2020"	"2020/40"	11	Not Applicable	Not Applicable
	"Iowa"	"19"	"40-44 years"	"40-44"	"2020 Week 41 ending October 10, 2020"	"2020/41"	10	Not Applicable	Not Applicable
	"Iowa"	"19"	"40-44 years"	"40-44"	"2020 Week 42 ending October 17, 2020"	"2020/42"	10	Not Applicable	Not Applicable
	"Iowa"	"19"	"40-44 years"	"40-44"	"2020 Week 44 ending October 31, 2020"	"2020/44"	10	Not Applicable	Not Applicable
	"Iowa"	"19"	"40-44 years"	"40-44"	"2020 Week 48 ending November 28, 2020"	"2020/48"	13	Not Applicable	Not Applicable
	"Iowa"	"19"	"40-44 years"	"40-44"	"2020 Week 52 ending December 26, 2020"	"2020/52"	14	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 01 ending January 04, 2020"	"2020/01"	14	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 04 ending January 25, 2020"	"2020/04"	12	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 05 ending February 01, 2020"	"2020/05"	15	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 06 ending February 08, 2020"	"2020/06"	17	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 07 ending February 15, 2020"	"2020/07"	11	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 09 ending February 29, 2020"	"2020/09"	13	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 11 ending March 14, 2020"	"2020/11"	12	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 13 ending March 28, 2020"	"2020/13"	12	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 16 ending April 18, 2020"	"2020/16"	13	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 17 ending April 25, 2020"	"2020/17"	15	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 18 ending May 02, 2020"	"2020/18"	12	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 21 ending May 23, 2020"	"2020/21"	15	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 22 ending May 30, 2020"	"2020/22"	10	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 25 ending June 20, 2020"	"2020/25"	15	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 28 ending July 11, 2020"	"2020/28"	10	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 30 ending July 25, 2020"	"2020/30"	12	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 31 ending August 01, 2020"	"2020/31"	18	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 32 ending August 08, 2020"	"2020/32"	14	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 34 ending August 22, 2020"	"2020/34"	19	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 35 ending August 29, 2020"	"2020/35"	12	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 36 ending September 05, 2020"	"2020/36"	11	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 37 ending September 12, 2020"	"2020/37"	14	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 38 ending September 19, 2020"	"2020/38"	17	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 39 ending September 26, 2020"	"2020/39"	17	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 40 ending October 03, 2020"	"2020/40"	14	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 41 ending October 10, 2020"	"2020/41"	13	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 42 ending October 17, 2020"	"2020/42"	12	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 43 ending October 24, 2020"	"2020/43"	10	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 44 ending October 31, 2020"	"2020/44"	12	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 46 ending November 14, 2020"	"2020/46"	11	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 47 ending November 21, 2020"	"2020/47"	12	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 49 ending December 05, 2020"	"2020/49"	11	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 50 ending December 12, 2020"	"2020/50"	13	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 51 ending December 19, 2020"	"2020/51"	16	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 52 ending December 26, 2020"	"2020/52"	12	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2020 Week 53 ending January 02, 2021"	"2020/53"	15	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 01 ending January 04, 2020"	"2020/01"	25	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 02 ending January 11, 2020"	"2020/02"	11	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 03 ending January 18, 2020"	"2020/03"	20	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 04 ending January 25, 2020"	"2020/04"	13	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 05 ending February 01, 2020"	"2020/05"	14	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 06 ending February 08, 2020"	"2020/06"	16	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 07 ending February 15, 2020"	"2020/07"	17	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 08 ending February 22, 2020"	"2020/08"	25	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 09 ending February 29, 2020"	"2020/09"	16	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 11 ending March 14, 2020"	"2020/11"	18	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 12 ending March 21, 2020"	"2020/12"	23	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 13 ending March 28, 2020"	"2020/13"	11	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 14 ending April 04, 2020"	"2020/14"	17	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 15 ending April 11, 2020"	"2020/15"	14	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 16 ending April 18, 2020"	"2020/16"	13	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 17 ending April 25, 2020"	"2020/17"	17	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 18 ending May 02, 2020"	"2020/18"	20	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 19 ending May 09, 2020"	"2020/19"	26	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 20 ending May 16, 2020"	"2020/20"	20	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 21 ending May 23, 2020"	"2020/21"	22	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 22 ending May 30, 2020"	"2020/22"	14	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 23 ending June 06, 2020"	"2020/23"	14	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 24 ending June 13, 2020"	"2020/24"	21	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 25 ending June 20, 2020"	"2020/25"	19	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 26 ending June 27, 2020"	"2020/26"	16	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 27 ending July 04, 2020"	"2020/27"	20	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 28 ending July 11, 2020"	"2020/28"	23	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 29 ending July 18, 2020"	"2020/29"	20	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 30 ending July 25, 2020"	"2020/30"	14	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 31 ending August 01, 2020"	"2020/31"	20	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 32 ending August 08, 2020"	"2020/32"	16	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 33 ending August 15, 2020"	"2020/33"	25	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 34 ending August 22, 2020"	"2020/34"	17	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 35 ending August 29, 2020"	"2020/35"	25	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 36 ending September 05, 2020"	"2020/36"	19	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 37 ending September 12, 2020"	"2020/37"	30	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 38 ending September 19, 2020"	"2020/38"	16	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 39 ending September 26, 2020"	"2020/39"	27	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 40 ending October 03, 2020"	"2020/40"	17	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 41 ending October 10, 2020"	"2020/41"	17	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 42 ending October 17, 2020"	"2020/42"	20	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 43 ending October 24, 2020"	"2020/43"	18	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 44 ending October 31, 2020"	"2020/44"	19	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 45 ending November 07, 2020"	"2020/45"	19	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 46 ending November 14, 2020"	"2020/46"	19	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 47 ending November 21, 2020"	"2020/47"	22	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 48 ending November 28, 2020"	"2020/48"	19	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 49 ending December 05, 2020"	"2020/49"	29	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 50 ending December 12, 2020"	"2020/50"	21	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 51 ending December 19, 2020"	"2020/51"	17	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 52 ending December 26, 2020"	"2020/52"	29	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2020 Week 53 ending January 02, 2021"	"2020/53"	21	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 01 ending January 04, 2020"	"2020/01"	34	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 02 ending January 11, 2020"	"2020/02"	26	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 03 ending January 18, 2020"	"2020/03"	26	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 04 ending January 25, 2020"	"2020/04"	30	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 05 ending February 01, 2020"	"2020/05"	29	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 06 ending February 08, 2020"	"2020/06"	30	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 07 ending February 15, 2020"	"2020/07"	37	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 08 ending February 22, 2020"	"2020/08"	23	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 09 ending February 29, 2020"	"2020/09"	29	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 10 ending March 07, 2020"	"2020/10"	28	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 11 ending March 14, 2020"	"2020/11"	30	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 12 ending March 21, 2020"	"2020/12"	34	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 13 ending March 28, 2020"	"2020/13"	25	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 14 ending April 04, 2020"	"2020/14"	16	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 15 ending April 11, 2020"	"2020/15"	32	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 16 ending April 18, 2020"	"2020/16"	36	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 17 ending April 25, 2020"	"2020/17"	33	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 18 ending May 02, 2020"	"2020/18"	31	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 19 ending May 09, 2020"	"2020/19"	32	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 20 ending May 16, 2020"	"2020/20"	25	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 21 ending May 23, 2020"	"2020/21"	27	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 22 ending May 30, 2020"	"2020/22"	26	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 23 ending June 06, 2020"	"2020/23"	28	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 24 ending June 13, 2020"	"2020/24"	34	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 25 ending June 20, 2020"	"2020/25"	25	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 26 ending June 27, 2020"	"2020/26"	31	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 27 ending July 04, 2020"	"2020/27"	29	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 28 ending July 11, 2020"	"2020/28"	26	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 29 ending July 18, 2020"	"2020/29"	28	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 30 ending July 25, 2020"	"2020/30"	27	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 31 ending August 01, 2020"	"2020/31"	33	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 32 ending August 08, 2020"	"2020/32"	31	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 33 ending August 15, 2020"	"2020/33"	22	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 34 ending August 22, 2020"	"2020/34"	19	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 35 ending August 29, 2020"	"2020/35"	30	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 36 ending September 05, 2020"	"2020/36"	30	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 37 ending September 12, 2020"	"2020/37"	38	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 38 ending September 19, 2020"	"2020/38"	26	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 39 ending September 26, 2020"	"2020/39"	40	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 40 ending October 03, 2020"	"2020/40"	29	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 41 ending October 10, 2020"	"2020/41"	21	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 42 ending October 17, 2020"	"2020/42"	35	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 43 ending October 24, 2020"	"2020/43"	31	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 44 ending October 31, 2020"	"2020/44"	34	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 45 ending November 07, 2020"	"2020/45"	33	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 46 ending November 14, 2020"	"2020/46"	37	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 47 ending November 21, 2020"	"2020/47"	42	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 48 ending November 28, 2020"	"2020/48"	35	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 49 ending December 05, 2020"	"2020/49"	40	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 50 ending December 12, 2020"	"2020/50"	41	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 51 ending December 19, 2020"	"2020/51"	25	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 52 ending December 26, 2020"	"2020/52"	34	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2020 Week 53 ending January 02, 2021"	"2020/53"	32	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2020 Week 01 ending January 04, 2020"	"2020/01"	50	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2020 Week 02 ending January 11, 2020"	"2020/02"	39	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2020 Week 03 ending January 18, 2020"	"2020/03"	48	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2020 Week 04 ending January 25, 2020"	"2020/04"	43	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2020 Week 05 ending February 01, 2020"	"2020/05"	49	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2020 Week 06 ending February 08, 2020"	"2020/06"	37	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2020 Week 07 ending February 15, 2020"	"2020/07"	36	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2020 Week 08 ending February 22, 2020"	"2020/08"	43	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2020 Week 09 ending February 29, 2020"	"2020/09"	36	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2020 Week 10 ending March 07, 2020"	"2020/10"	46	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2020 Week 11 ending March 14, 2020"	"2020/11"	46	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2020 Week 12 ending March 21, 2020"	"2020/12"	42	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2020 Week 13 ending March 28, 2020"	"2020/13"	55	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2020 Week 14 ending April 04, 2020"	"2020/14"	40	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2020 Week 15 ending April 11, 2020"	"2020/15"	49	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2020 Week 16 ending April 18, 2020"	"2020/16"	54	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2020 Week 17 ending April 25, 2020"	"2020/17"	46	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2020 Week 18 ending May 02, 2020"	"2020/18"	56	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2020 Week 19 ending May 09, 2020"	"2020/19"	51	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2020 Week 20 ending May 16, 2020"	"2020/20"	59	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2020 Week 21 ending May 23, 2020"	"2020/21"	43	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2020 Week 22 ending May 30, 2020"	"2020/22"	37	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2020 Week 23 ending June 06, 2020"	"2020/23"	48	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2020 Week 24 ending June 13, 2020"	"2020/24"	46	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2020 Week 25 ending June 20, 2020"	"2020/25"	48	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2020 Week 26 ending June 27, 2020"	"2020/26"	43	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2020 Week 27 ending July 04, 2020"	"2020/27"	41	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2020 Week 28 ending July 11, 2020"	"2020/28"	40	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2020 Week 29 ending July 18, 2020"	"2020/29"	45	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2020 Week 30 ending July 25, 2020"	"2020/30"	44	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2020 Week 31 ending August 01, 2020"	"2020/31"	55	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2020 Week 32 ending August 08, 2020"	"2020/32"	53	Not Applicable	Not Applicable
