"Notes"	"Residence State"	"Residence State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"MMWR Week"	"MMWR Week Code"	Deaths	Population	Crude Rate
	"North Carolina"	"37"	"< 1 year"	"1"	"2019 Week 40 ending October 05, 2019"	"2019/40"	12	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2019 Week 41 ending October 12, 2019"	"2019/41"	10	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2019 Week 42 ending October 19, 2019"	"2019/42"	21	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2019 Week 43 ending October 26, 2019"	"2019/43"	19	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2019 Week 44 ending November 02, 2019"	"2019/44"	17	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2019 Week 45 ending November 09, 2019"	"2019/45"	10	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2019 Week 46 ending November 16, 2019"	"2019/46"	22	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2019 Week 47 ending November 23, 2019"	"2019/47"	19	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2019 Week 48 ending November 30, 2019"	"2019/48"	16	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2019 Week 49 ending December 07, 2019"	"2019/49"	14	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2019 Week 50 ending December 14, 2019"	"2019/50"	18	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2019 Week 51 ending December 21, 2019"	"2019/51"	15	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2019 Week 52 ending December 28, 2019"	"2019/52"	24	Not Applicable	Not Applicable
	"North Carolina"	"37"	"15-19 years"	"15-19"	"2019 Week 08 ending February 23, 2019"	"2019/08"	12	Not Applicable	Not Applicable
	"North Carolina"	"37"	"15-19 years"	"15-19"	"2019 Week 12 ending March 23, 2019"	"2019/12"	10	Not Applicable	Not Applicable
	"North Carolina"	"37"	"15-19 years"	"15-19"	"2019 Week 22 ending June 01, 2019"	"2019/22"	13	Not Applicable	Not Applicable
	"North Carolina"	"37"	"15-19 years"	"15-19"	"2019 Week 25 ending June 22, 2019"	"2019/25"	16	Not Applicable	Not Applicable
	"North Carolina"	"37"	"15-19 years"	"15-19"	"2019 Week 26 ending June 29, 2019"	"2019/26"	11	Not Applicable	Not Applicable
	"North Carolina"	"37"	"15-19 years"	"15-19"	"2019 Week 28 ending July 13, 2019"	"2019/28"	10	Not Applicable	Not Applicable
	"North Carolina"	"37"	"15-19 years"	"15-19"	"2019 Week 30 ending July 27, 2019"	"2019/30"	11	Not Applicable	Not Applicable
	"North Carolina"	"37"	"15-19 years"	"15-19"	"2019 Week 32 ending August 10, 2019"	"2019/32"	11	Not Applicable	Not Applicable
	"North Carolina"	"37"	"15-19 years"	"15-19"	"2019 Week 35 ending August 31, 2019"	"2019/35"	10	Not Applicable	Not Applicable
	"North Carolina"	"37"	"15-19 years"	"15-19"	"2019 Week 45 ending November 09, 2019"	"2019/45"	10	Not Applicable	Not Applicable
	"North Carolina"	"37"	"15-19 years"	"15-19"	"2019 Week 48 ending November 30, 2019"	"2019/48"	11	Not Applicable	Not Applicable
	"North Carolina"	"37"	"15-19 years"	"15-19"	"2019 Week 52 ending December 28, 2019"	"2019/52"	10	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 01 ending January 05, 2019"	"2019/01"	16	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 02 ending January 12, 2019"	"2019/02"	14	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 03 ending January 19, 2019"	"2019/03"	12	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 04 ending January 26, 2019"	"2019/04"	14	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 06 ending February 09, 2019"	"2019/06"	14	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 07 ending February 16, 2019"	"2019/07"	13	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 11 ending March 16, 2019"	"2019/11"	18	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 13 ending March 30, 2019"	"2019/13"	14	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 14 ending April 06, 2019"	"2019/14"	17	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 15 ending April 13, 2019"	"2019/15"	14	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 16 ending April 20, 2019"	"2019/16"	14	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 17 ending April 27, 2019"	"2019/17"	14	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 18 ending May 04, 2019"	"2019/18"	18	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 19 ending May 11, 2019"	"2019/19"	13	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 20 ending May 18, 2019"	"2019/20"	13	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 21 ending May 25, 2019"	"2019/21"	18	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 22 ending June 01, 2019"	"2019/22"	25	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 23 ending June 08, 2019"	"2019/23"	16	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 24 ending June 15, 2019"	"2019/24"	12	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 25 ending June 22, 2019"	"2019/25"	12	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 26 ending June 29, 2019"	"2019/26"	12	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 27 ending July 06, 2019"	"2019/27"	21	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 29 ending July 20, 2019"	"2019/29"	12	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 30 ending July 27, 2019"	"2019/30"	20	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 31 ending August 03, 2019"	"2019/31"	11	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 32 ending August 10, 2019"	"2019/32"	17	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 33 ending August 17, 2019"	"2019/33"	12	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 34 ending August 24, 2019"	"2019/34"	17	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 35 ending August 31, 2019"	"2019/35"	13	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 36 ending September 07, 2019"	"2019/36"	19	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 37 ending September 14, 2019"	"2019/37"	17	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 38 ending September 21, 2019"	"2019/38"	12	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 40 ending October 05, 2019"	"2019/40"	10	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 41 ending October 12, 2019"	"2019/41"	10	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 42 ending October 19, 2019"	"2019/42"	18	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 43 ending October 26, 2019"	"2019/43"	11	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 44 ending November 02, 2019"	"2019/44"	17	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 46 ending November 16, 2019"	"2019/46"	11	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 47 ending November 23, 2019"	"2019/47"	20	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 48 ending November 30, 2019"	"2019/48"	12	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 49 ending December 07, 2019"	"2019/49"	11	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 50 ending December 14, 2019"	"2019/50"	11	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 51 ending December 21, 2019"	"2019/51"	16	Not Applicable	Not Applicable
	"North Carolina"	"37"	"20-24 years"	"20-24"	"2019 Week 52 ending December 28, 2019"	"2019/52"	16	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 01 ending January 05, 2019"	"2019/01"	16	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 02 ending January 12, 2019"	"2019/02"	24	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 03 ending January 19, 2019"	"2019/03"	14	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 04 ending January 26, 2019"	"2019/04"	19	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 05 ending February 02, 2019"	"2019/05"	18	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 06 ending February 09, 2019"	"2019/06"	23	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 07 ending February 16, 2019"	"2019/07"	25	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 08 ending February 23, 2019"	"2019/08"	19	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 09 ending March 02, 2019"	"2019/09"	20	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 10 ending March 09, 2019"	"2019/10"	26	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 11 ending March 16, 2019"	"2019/11"	12	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 12 ending March 23, 2019"	"2019/12"	12	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 13 ending March 30, 2019"	"2019/13"	17	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 14 ending April 06, 2019"	"2019/14"	20	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 15 ending April 13, 2019"	"2019/15"	27	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 16 ending April 20, 2019"	"2019/16"	17	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 17 ending April 27, 2019"	"2019/17"	19	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 18 ending May 04, 2019"	"2019/18"	17	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 19 ending May 11, 2019"	"2019/19"	15	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 20 ending May 18, 2019"	"2019/20"	18	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 21 ending May 25, 2019"	"2019/21"	14	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 22 ending June 01, 2019"	"2019/22"	20	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 23 ending June 08, 2019"	"2019/23"	20	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 24 ending June 15, 2019"	"2019/24"	25	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 25 ending June 22, 2019"	"2019/25"	25	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 26 ending June 29, 2019"	"2019/26"	22	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 27 ending July 06, 2019"	"2019/27"	13	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 28 ending July 13, 2019"	"2019/28"	23	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 29 ending July 20, 2019"	"2019/29"	19	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 30 ending July 27, 2019"	"2019/30"	17	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 31 ending August 03, 2019"	"2019/31"	18	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 32 ending August 10, 2019"	"2019/32"	21	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 33 ending August 17, 2019"	"2019/33"	23	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 34 ending August 24, 2019"	"2019/34"	29	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 35 ending August 31, 2019"	"2019/35"	23	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 36 ending September 07, 2019"	"2019/36"	21	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 37 ending September 14, 2019"	"2019/37"	16	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 38 ending September 21, 2019"	"2019/38"	16	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 39 ending September 28, 2019"	"2019/39"	25	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 40 ending October 05, 2019"	"2019/40"	19	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 41 ending October 12, 2019"	"2019/41"	16	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 42 ending October 19, 2019"	"2019/42"	16	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 43 ending October 26, 2019"	"2019/43"	24	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 44 ending November 02, 2019"	"2019/44"	24	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 45 ending November 09, 2019"	"2019/45"	14	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 46 ending November 16, 2019"	"2019/46"	22	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 47 ending November 23, 2019"	"2019/47"	14	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 48 ending November 30, 2019"	"2019/48"	19	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 49 ending December 07, 2019"	"2019/49"	21	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 50 ending December 14, 2019"	"2019/50"	25	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 51 ending December 21, 2019"	"2019/51"	15	Not Applicable	Not Applicable
	"North Carolina"	"37"	"25-29 years"	"25-29"	"2019 Week 52 ending December 28, 2019"	"2019/52"	17	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 01 ending January 05, 2019"	"2019/01"	22	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 02 ending January 12, 2019"	"2019/02"	23	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 03 ending January 19, 2019"	"2019/03"	17	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 04 ending January 26, 2019"	"2019/04"	17	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 05 ending February 02, 2019"	"2019/05"	14	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 06 ending February 09, 2019"	"2019/06"	21	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 07 ending February 16, 2019"	"2019/07"	18	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 08 ending February 23, 2019"	"2019/08"	21	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 09 ending March 02, 2019"	"2019/09"	29	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 10 ending March 09, 2019"	"2019/10"	24	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 11 ending March 16, 2019"	"2019/11"	18	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 12 ending March 23, 2019"	"2019/12"	20	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 13 ending March 30, 2019"	"2019/13"	24	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 14 ending April 06, 2019"	"2019/14"	18	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 15 ending April 13, 2019"	"2019/15"	20	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 16 ending April 20, 2019"	"2019/16"	23	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 17 ending April 27, 2019"	"2019/17"	14	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 18 ending May 04, 2019"	"2019/18"	29	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 19 ending May 11, 2019"	"2019/19"	28	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 20 ending May 18, 2019"	"2019/20"	16	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 21 ending May 25, 2019"	"2019/21"	28	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 22 ending June 01, 2019"	"2019/22"	22	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 23 ending June 08, 2019"	"2019/23"	18	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 24 ending June 15, 2019"	"2019/24"	14	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 25 ending June 22, 2019"	"2019/25"	16	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 26 ending June 29, 2019"	"2019/26"	29	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 27 ending July 06, 2019"	"2019/27"	23	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 28 ending July 13, 2019"	"2019/28"	14	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 29 ending July 20, 2019"	"2019/29"	27	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 30 ending July 27, 2019"	"2019/30"	15	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 31 ending August 03, 2019"	"2019/31"	17	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 32 ending August 10, 2019"	"2019/32"	20	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 33 ending August 17, 2019"	"2019/33"	25	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 34 ending August 24, 2019"	"2019/34"	22	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 35 ending August 31, 2019"	"2019/35"	26	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 36 ending September 07, 2019"	"2019/36"	30	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 37 ending September 14, 2019"	"2019/37"	17	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 38 ending September 21, 2019"	"2019/38"	20	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 39 ending September 28, 2019"	"2019/39"	26	Not Applicable	Not Applicable
	"North Carolina"	"37"	"30-34 years"	"30-34"	"2019 Week 40 ending October 05, 2019"	"2019/40"	26	Not Applicable	Not Applicable
