"Notes"	"Residence State"	"Residence State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"MMWR Week"	"MMWR Week Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"25-29 years"	"25-29"	"2024 Week 13 ending March 30, 2024 (provisional)"	"2024/13"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2024 Week 14 ending April 06, 2024 (provisional)"	"2024/14"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2024 Week 17 ending April 27, 2024 (provisional)"	"2024/17"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2024 Week 18 ending May 04, 2024 (provisional)"	"2024/18"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2024 Week 20 ending May 18, 2024 (provisional)"	"2024/20"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2024 Week 25 ending June 22, 2024 (provisional)"	"2024/25"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2024 Week 28 ending July 13, 2024 (provisional)"	"2024/28"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2024 Week 30 ending July 27, 2024 (provisional)"	"2024/30"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2024 Week 31 ending August 03, 2024 (provisional)"	"2024/31"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2024 Week 32 ending August 10, 2024 (provisional)"	"2024/32"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2024 Week 36 ending September 07, 2024 (provisional)"	"2024/36"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2024 Week 38 ending September 21, 2024 (provisional)"	"2024/38"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2024 Week 39 ending September 28, 2024 (provisional)"	"2024/39"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2024 Week 41 ending October 12, 2024 (provisional)"	"2024/41"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2024 Week 43 ending October 26, 2024 (provisional)"	"2024/43"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 01 ending January 06, 2024 (provisional)"	"2024/01"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 02 ending January 13, 2024 (provisional)"	"2024/02"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 03 ending January 20, 2024 (provisional)"	"2024/03"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 04 ending January 27, 2024 (provisional)"	"2024/04"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 05 ending February 03, 2024 (provisional)"	"2024/05"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 06 ending February 10, 2024 (provisional)"	"2024/06"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 07 ending February 17, 2024 (provisional)"	"2024/07"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 08 ending February 24, 2024 (provisional)"	"2024/08"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 09 ending March 02, 2024 (provisional)"	"2024/09"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 10 ending March 09, 2024 (provisional)"	"2024/10"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 11 ending March 16, 2024 (provisional)"	"2024/11"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 12 ending March 23, 2024 (provisional)"	"2024/12"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 13 ending March 30, 2024 (provisional)"	"2024/13"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 14 ending April 06, 2024 (provisional)"	"2024/14"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 15 ending April 13, 2024 (provisional)"	"2024/15"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 16 ending April 20, 2024 (provisional)"	"2024/16"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 17 ending April 27, 2024 (provisional)"	"2024/17"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 18 ending May 04, 2024 (provisional)"	"2024/18"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 19 ending May 11, 2024 (provisional)"	"2024/19"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 20 ending May 18, 2024 (provisional)"	"2024/20"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 21 ending May 25, 2024 (provisional)"	"2024/21"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 22 ending June 01, 2024 (provisional)"	"2024/22"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 23 ending June 08, 2024 (provisional)"	"2024/23"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 24 ending June 15, 2024 (provisional)"	"2024/24"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 26 ending June 29, 2024 (provisional)"	"2024/26"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 27 ending July 06, 2024 (provisional)"	"2024/27"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 28 ending July 13, 2024 (provisional)"	"2024/28"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 29 ending July 20, 2024 (provisional)"	"2024/29"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 30 ending July 27, 2024 (provisional)"	"2024/30"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 32 ending August 10, 2024 (provisional)"	"2024/32"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 33 ending August 17, 2024 (provisional)"	"2024/33"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 34 ending August 24, 2024 (provisional)"	"2024/34"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 35 ending August 31, 2024 (provisional)"	"2024/35"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 36 ending September 07, 2024 (provisional)"	"2024/36"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 37 ending September 14, 2024 (provisional)"	"2024/37"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 38 ending September 21, 2024 (provisional)"	"2024/38"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 39 ending September 28, 2024 (provisional)"	"2024/39"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 40 ending October 05, 2024 (provisional)"	"2024/40"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 41 ending October 12, 2024 (provisional)"	"2024/41"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 42 ending October 19, 2024 (provisional)"	"2024/42"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 43 ending October 26, 2024 (provisional)"	"2024/43"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2024 Week 45 ending November 09, 2024 (provisional)"	"2024/45"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 01 ending January 06, 2024 (provisional)"	"2024/01"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 02 ending January 13, 2024 (provisional)"	"2024/02"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 03 ending January 20, 2024 (provisional)"	"2024/03"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 04 ending January 27, 2024 (provisional)"	"2024/04"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 05 ending February 03, 2024 (provisional)"	"2024/05"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 06 ending February 10, 2024 (provisional)"	"2024/06"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 07 ending February 17, 2024 (provisional)"	"2024/07"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 08 ending February 24, 2024 (provisional)"	"2024/08"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 09 ending March 02, 2024 (provisional)"	"2024/09"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 10 ending March 09, 2024 (provisional)"	"2024/10"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 11 ending March 16, 2024 (provisional)"	"2024/11"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 12 ending March 23, 2024 (provisional)"	"2024/12"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 13 ending March 30, 2024 (provisional)"	"2024/13"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 14 ending April 06, 2024 (provisional)"	"2024/14"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 15 ending April 13, 2024 (provisional)"	"2024/15"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 16 ending April 20, 2024 (provisional)"	"2024/16"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 17 ending April 27, 2024 (provisional)"	"2024/17"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 18 ending May 04, 2024 (provisional)"	"2024/18"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 19 ending May 11, 2024 (provisional)"	"2024/19"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 20 ending May 18, 2024 (provisional)"	"2024/20"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 21 ending May 25, 2024 (provisional)"	"2024/21"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 22 ending June 01, 2024 (provisional)"	"2024/22"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 23 ending June 08, 2024 (provisional)"	"2024/23"	24	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 24 ending June 15, 2024 (provisional)"	"2024/24"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 25 ending June 22, 2024 (provisional)"	"2024/25"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 26 ending June 29, 2024 (provisional)"	"2024/26"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 27 ending July 06, 2024 (provisional)"	"2024/27"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 28 ending July 13, 2024 (provisional)"	"2024/28"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 29 ending July 20, 2024 (provisional)"	"2024/29"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 30 ending July 27, 2024 (provisional)"	"2024/30"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 31 ending August 03, 2024 (provisional)"	"2024/31"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 32 ending August 10, 2024 (provisional)"	"2024/32"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 33 ending August 17, 2024 (provisional)"	"2024/33"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 34 ending August 24, 2024 (provisional)"	"2024/34"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 35 ending August 31, 2024 (provisional)"	"2024/35"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 36 ending September 07, 2024 (provisional)"	"2024/36"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 37 ending September 14, 2024 (provisional)"	"2024/37"	31	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 38 ending September 21, 2024 (provisional)"	"2024/38"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 40 ending October 05, 2024 (provisional)"	"2024/40"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 41 ending October 12, 2024 (provisional)"	"2024/41"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 42 ending October 19, 2024 (provisional)"	"2024/42"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 43 ending October 26, 2024 (provisional)"	"2024/43"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 44 ending November 02, 2024 (provisional)"	"2024/44"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 45 ending November 09, 2024 (provisional)"	"2024/45"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 46 ending November 16, 2024 (provisional)"	"2024/46"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2024 Week 47 ending November 23, 2024 (provisional)"	"2024/47"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 01 ending January 06, 2024 (provisional)"	"2024/01"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 02 ending January 13, 2024 (provisional)"	"2024/02"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 03 ending January 20, 2024 (provisional)"	"2024/03"	25	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 04 ending January 27, 2024 (provisional)"	"2024/04"	32	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 05 ending February 03, 2024 (provisional)"	"2024/05"	29	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 06 ending February 10, 2024 (provisional)"	"2024/06"	29	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 07 ending February 17, 2024 (provisional)"	"2024/07"	31	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 08 ending February 24, 2024 (provisional)"	"2024/08"	35	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 09 ending March 02, 2024 (provisional)"	"2024/09"	32	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 10 ending March 09, 2024 (provisional)"	"2024/10"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 11 ending March 16, 2024 (provisional)"	"2024/11"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 12 ending March 23, 2024 (provisional)"	"2024/12"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 13 ending March 30, 2024 (provisional)"	"2024/13"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 14 ending April 06, 2024 (provisional)"	"2024/14"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 15 ending April 13, 2024 (provisional)"	"2024/15"	24	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 16 ending April 20, 2024 (provisional)"	"2024/16"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 17 ending April 27, 2024 (provisional)"	"2024/17"	32	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 18 ending May 04, 2024 (provisional)"	"2024/18"	24	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 19 ending May 11, 2024 (provisional)"	"2024/19"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 20 ending May 18, 2024 (provisional)"	"2024/20"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 21 ending May 25, 2024 (provisional)"	"2024/21"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 22 ending June 01, 2024 (provisional)"	"2024/22"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 23 ending June 08, 2024 (provisional)"	"2024/23"	28	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 24 ending June 15, 2024 (provisional)"	"2024/24"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 25 ending June 22, 2024 (provisional)"	"2024/25"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 26 ending June 29, 2024 (provisional)"	"2024/26"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 27 ending July 06, 2024 (provisional)"	"2024/27"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 28 ending July 13, 2024 (provisional)"	"2024/28"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 29 ending July 20, 2024 (provisional)"	"2024/29"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 30 ending July 27, 2024 (provisional)"	"2024/30"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 31 ending August 03, 2024 (provisional)"	"2024/31"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 32 ending August 10, 2024 (provisional)"	"2024/32"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 33 ending August 17, 2024 (provisional)"	"2024/33"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 34 ending August 24, 2024 (provisional)"	"2024/34"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 35 ending August 31, 2024 (provisional)"	"2024/35"	24	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 36 ending September 07, 2024 (provisional)"	"2024/36"	24	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 37 ending September 14, 2024 (provisional)"	"2024/37"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 38 ending September 21, 2024 (provisional)"	"2024/38"	25	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 39 ending September 28, 2024 (provisional)"	"2024/39"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 40 ending October 05, 2024 (provisional)"	"2024/40"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 41 ending October 12, 2024 (provisional)"	"2024/41"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 42 ending October 19, 2024 (provisional)"	"2024/42"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 43 ending October 26, 2024 (provisional)"	"2024/43"	28	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 44 ending November 02, 2024 (provisional)"	"2024/44"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 45 ending November 09, 2024 (provisional)"	"2024/45"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 46 ending November 16, 2024 (provisional)"	"2024/46"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 47 ending November 23, 2024 (provisional)"	"2024/47"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 48 ending November 30, 2024 (provisional)"	"2024/48"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2024 Week 49 ending December 07, 2024 (provisional)"	"2024/49"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"2024 Week 01 ending January 06, 2024 (provisional)"	"2024/01"	43	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"2024 Week 02 ending January 13, 2024 (provisional)"	"2024/02"	37	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"2024 Week 03 ending January 20, 2024 (provisional)"	"2024/03"	42	Not Applicable	Not Applicable
