"Notes"	"Residence State"	"Residence State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"MMWR Week"	"MMWR Week Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"20-24 years"	"20-24"	"2021 Week 20 ending May 22, 2021"	"2021/20"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"2021 Week 21 ending May 29, 2021"	"2021/21"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"2021 Week 22 ending June 05, 2021"	"2021/22"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"2021 Week 24 ending June 19, 2021"	"2021/24"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"2021 Week 28 ending July 17, 2021"	"2021/28"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"2021 Week 29 ending July 24, 2021"	"2021/29"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"2021 Week 31 ending August 07, 2021"	"2021/31"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"2021 Week 35 ending September 04, 2021"	"2021/35"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"2021 Week 38 ending September 25, 2021"	"2021/38"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"2021 Week 40 ending October 09, 2021"	"2021/40"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"2021 Week 41 ending October 16, 2021"	"2021/41"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"2021 Week 43 ending October 30, 2021"	"2021/43"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"2021 Week 44 ending November 06, 2021"	"2021/44"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"2021 Week 49 ending December 11, 2021"	"2021/49"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"2021 Week 50 ending December 18, 2021"	"2021/50"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"2021 Week 51 ending December 25, 2021"	"2021/51"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"2021 Week 52 ending January 01, 2022"	"2021/52"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 01 ending January 09, 2021"	"2021/01"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 03 ending January 23, 2021"	"2021/03"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 04 ending January 30, 2021"	"2021/04"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 05 ending February 06, 2021"	"2021/05"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 06 ending February 13, 2021"	"2021/06"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 08 ending February 27, 2021"	"2021/08"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 09 ending March 06, 2021"	"2021/09"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 10 ending March 13, 2021"	"2021/10"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 11 ending March 20, 2021"	"2021/11"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 12 ending March 27, 2021"	"2021/12"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 13 ending April 03, 2021"	"2021/13"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 14 ending April 10, 2021"	"2021/14"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 16 ending April 24, 2021"	"2021/16"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 17 ending May 01, 2021"	"2021/17"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 18 ending May 08, 2021"	"2021/18"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 19 ending May 15, 2021"	"2021/19"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 22 ending June 05, 2021"	"2021/22"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 23 ending June 12, 2021"	"2021/23"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 24 ending June 19, 2021"	"2021/24"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 26 ending July 03, 2021"	"2021/26"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 27 ending July 10, 2021"	"2021/27"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 28 ending July 17, 2021"	"2021/28"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 29 ending July 24, 2021"	"2021/29"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 30 ending July 31, 2021"	"2021/30"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 31 ending August 07, 2021"	"2021/31"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 32 ending August 14, 2021"	"2021/32"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 33 ending August 21, 2021"	"2021/33"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 34 ending August 28, 2021"	"2021/34"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 35 ending September 04, 2021"	"2021/35"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 36 ending September 11, 2021"	"2021/36"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 37 ending September 18, 2021"	"2021/37"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 38 ending September 25, 2021"	"2021/38"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 39 ending October 02, 2021"	"2021/39"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 40 ending October 09, 2021"	"2021/40"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 41 ending October 16, 2021"	"2021/41"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 42 ending October 23, 2021"	"2021/42"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 43 ending October 30, 2021"	"2021/43"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 47 ending November 27, 2021"	"2021/47"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 48 ending December 04, 2021"	"2021/48"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 49 ending December 11, 2021"	"2021/49"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 50 ending December 18, 2021"	"2021/50"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 51 ending December 25, 2021"	"2021/51"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"2021 Week 52 ending January 01, 2022"	"2021/52"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 01 ending January 09, 2021"	"2021/01"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 02 ending January 16, 2021"	"2021/02"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 03 ending January 23, 2021"	"2021/03"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 04 ending January 30, 2021"	"2021/04"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 05 ending February 06, 2021"	"2021/05"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 06 ending February 13, 2021"	"2021/06"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 07 ending February 20, 2021"	"2021/07"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 08 ending February 27, 2021"	"2021/08"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 09 ending March 06, 2021"	"2021/09"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 10 ending March 13, 2021"	"2021/10"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 11 ending March 20, 2021"	"2021/11"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 12 ending March 27, 2021"	"2021/12"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 13 ending April 03, 2021"	"2021/13"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 14 ending April 10, 2021"	"2021/14"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 15 ending April 17, 2021"	"2021/15"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 16 ending April 24, 2021"	"2021/16"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 17 ending May 01, 2021"	"2021/17"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 18 ending May 08, 2021"	"2021/18"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 19 ending May 15, 2021"	"2021/19"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 20 ending May 22, 2021"	"2021/20"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 21 ending May 29, 2021"	"2021/21"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 22 ending June 05, 2021"	"2021/22"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 23 ending June 12, 2021"	"2021/23"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 24 ending June 19, 2021"	"2021/24"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 25 ending June 26, 2021"	"2021/25"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 26 ending July 03, 2021"	"2021/26"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 27 ending July 10, 2021"	"2021/27"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 28 ending July 17, 2021"	"2021/28"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 29 ending July 24, 2021"	"2021/29"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 30 ending July 31, 2021"	"2021/30"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 31 ending August 07, 2021"	"2021/31"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 32 ending August 14, 2021"	"2021/32"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 33 ending August 21, 2021"	"2021/33"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 34 ending August 28, 2021"	"2021/34"	25	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 35 ending September 04, 2021"	"2021/35"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 36 ending September 11, 2021"	"2021/36"	28	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 37 ending September 18, 2021"	"2021/37"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 38 ending September 25, 2021"	"2021/38"	24	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 39 ending October 02, 2021"	"2021/39"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 40 ending October 09, 2021"	"2021/40"	25	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 41 ending October 16, 2021"	"2021/41"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 42 ending October 23, 2021"	"2021/42"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 43 ending October 30, 2021"	"2021/43"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 44 ending November 06, 2021"	"2021/44"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 45 ending November 13, 2021"	"2021/45"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 46 ending November 20, 2021"	"2021/46"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 47 ending November 27, 2021"	"2021/47"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 48 ending December 04, 2021"	"2021/48"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 49 ending December 11, 2021"	"2021/49"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 50 ending December 18, 2021"	"2021/50"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 51 ending December 25, 2021"	"2021/51"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021 Week 52 ending January 01, 2022"	"2021/52"	29	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 01 ending January 09, 2021"	"2021/01"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 02 ending January 16, 2021"	"2021/02"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 03 ending January 23, 2021"	"2021/03"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 04 ending January 30, 2021"	"2021/04"	25	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 05 ending February 06, 2021"	"2021/05"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 06 ending February 13, 2021"	"2021/06"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 07 ending February 20, 2021"	"2021/07"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 08 ending February 27, 2021"	"2021/08"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 09 ending March 06, 2021"	"2021/09"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 10 ending March 13, 2021"	"2021/10"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 11 ending March 20, 2021"	"2021/11"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 12 ending March 27, 2021"	"2021/12"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 13 ending April 03, 2021"	"2021/13"	24	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 14 ending April 10, 2021"	"2021/14"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 15 ending April 17, 2021"	"2021/15"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 16 ending April 24, 2021"	"2021/16"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 17 ending May 01, 2021"	"2021/17"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 18 ending May 08, 2021"	"2021/18"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 19 ending May 15, 2021"	"2021/19"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 20 ending May 22, 2021"	"2021/20"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 21 ending May 29, 2021"	"2021/21"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 22 ending June 05, 2021"	"2021/22"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 23 ending June 12, 2021"	"2021/23"	24	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 24 ending June 19, 2021"	"2021/24"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 25 ending June 26, 2021"	"2021/25"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 26 ending July 03, 2021"	"2021/26"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 27 ending July 10, 2021"	"2021/27"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 28 ending July 17, 2021"	"2021/28"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 29 ending July 24, 2021"	"2021/29"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 30 ending July 31, 2021"	"2021/30"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 31 ending August 07, 2021"	"2021/31"	38	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 32 ending August 14, 2021"	"2021/32"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 33 ending August 21, 2021"	"2021/33"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 34 ending August 28, 2021"	"2021/34"	38	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 35 ending September 04, 2021"	"2021/35"	35	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 36 ending September 11, 2021"	"2021/36"	35	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 37 ending September 18, 2021"	"2021/37"	29	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 38 ending September 25, 2021"	"2021/38"	36	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 39 ending October 02, 2021"	"2021/39"	31	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 40 ending October 09, 2021"	"2021/40"	29	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 41 ending October 16, 2021"	"2021/41"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 42 ending October 23, 2021"	"2021/42"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 43 ending October 30, 2021"	"2021/43"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 44 ending November 06, 2021"	"2021/44"	24	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 45 ending November 13, 2021"	"2021/45"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 46 ending November 20, 2021"	"2021/46"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 47 ending November 27, 2021"	"2021/47"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 48 ending December 04, 2021"	"2021/48"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 49 ending December 11, 2021"	"2021/49"	29	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 50 ending December 18, 2021"	"2021/50"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 51 ending December 25, 2021"	"2021/51"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021 Week 52 ending January 01, 2022"	"2021/52"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2021 Week 01 ending January 09, 2021"	"2021/01"	35	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2021 Week 02 ending January 16, 2021"	"2021/02"	34	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2021 Week 03 ending January 23, 2021"	"2021/03"	36	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2021 Week 04 ending January 30, 2021"	"2021/04"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"2021 Week 05 ending February 06, 2021"	"2021/05"	28	Not Applicable	Not Applicable
